	SBS7d	SBS10b	SBS13	SBS17b	SBS28
Sample21	0.16716474331952183	0.18874853289659171	0.20977311262816234	0.26356396366499774	0.17074964749072633
Sample22	0.2088384223740424	0.2061467334526189	0.1975332965860157	0.19723905483585857	0.19024249275146435
Sample23	0.12527353814037814	0.22137377075882053	0.17221389082086822	0.28949944034755565	0.19163935993237752
Sample24	0.21479198942384384	0.19083507505097064	0.20632947765273035	0.1601679837054667	0.22787547416698842
Sample25	0.1946777269488219	0.2146133795571694	0.20155256910567526	0.15614730088840914	0.2330090234999242
Sample26	0.21970728458489686	0.17087874467736666	0.20544389659992598	0.2410360446752947	0.16293402946251564
Sample27	0.19575741316026524	0.22172935449682335	0.2096822911440993	0.19975646402520636	0.17307447717360572
Sample28	0.20213077430859633	0.19761226414036784	0.21674555798387846	0.1771322914607702	0.2063791121063872
Sample29	0.18740247834148296	0.1911155027432142	0.18763721191366112	0.21600646890618663	0.217838338095455
Sample30	0.18716367627895947	0.22524304715673857	0.17984382273407135	0.16154151660644336	0.24620793722378725
Sample31	0.2053409892363495	0.18879461113784263	0.1907637423143784	0.20622364164613333	0.20887701566529612
Sample32	0.18812240194371543	0.1862154576532862	0.18550655416580844	0.2305947300512237	0.20956085618596626
Sample33	0.2054448766257601	0.21255436758018173	0.20158962875655678	0.1924516148011796	0.1879595122363219
Sample34	0.17871530860805546	0.19868418709762933	0.2019444076543142	0.18977087548543908	0.2308852211545619
Sample35	0.2058381411178621	0.19495785730950624	0.19915904881361202	0.19239308882484676	0.20765186393417273
Sample36	0.1919747613439737	0.22153183142838886	0.19927267148507638	0.17046290189518404	0.21675783384737707
Sample37	0.19163719943920543	0.17859720069970136	0.1874994153356363	0.23234713419227987	0.20991905033317695
Sample38	0.2094596192904284	0.19742361583875107	0.21479450540254375	0.1916715295838963	0.1866507298843805
Sample39	0.23169706060774276	0.18431353952253324	0.2007337835199529	0.17154082813992488	0.21171478820984627
Sample40	0.20988608815662804	0.1550434265195111	0.22871346978858664	0.18139665692044318	0.22496035861483107
Sample41	0.2211984295112796	0.1664700060801211	0.20789190276604472	0.19515747493745997	0.20928218670509466
Sample42	0.19168758098076272	0.19476792840292625	0.2034608376649102	0.22113278500519748	0.18895086794620344
Sample43	0.1863056549969311	0.24796951258324823	0.18002661260684	0.18026403274156952	0.2054341870714112
Sample44	0.18173618382609813	0.231800379315519	0.19520185772184162	0.20069714472553932	0.19056443441100193
Sample45	0.21317889973927637	0.18872962611459979	0.19712750883505803	0.18173476287781504	0.21922920243325092
Sample46	0.19603889130366084	0.22124673137031126	0.19205991737502878	0.2021679746104605	0.1884864853405387
Sample47	0.19810159101404984	0.18914482851133047	0.2077973103454379	0.1925995765422217	0.21235669358696002
Sample48	0.20726199855179858	0.1907123962221632	0.20090318620586176	0.18688845672569873	0.2142339622944777
Sample49	0.19764043958569005	0.18121466673068035	0.22318047184608333	0.18060157389027154	0.21736284794727476
Sample50	0.17776045420496456	0.2126788305732665	0.21855133826911438	0.2180872729738746	0.17292210397877986
Sample51	0.21669516694673652	0.1957074733103708	0.20108071773731287	0.20365145434423076	0.18286518766134907
Sample52	0.21398526151775524	0.2004588846430491	0.20366656487637477	0.19260966054018858	0.18927962842263232
Sample53	0.2148081090148	0.20969858223511337	0.13057875098735375	0.23981985064896197	0.20509470711377084
Sample54	0.20095031807536648	0.2068358222776084	0.18458746355309452	0.16517813636321124	0.2424482597307194
Sample55	0.2127439339325511	0.20483348472752191	0.21570819569746355	0.2087897981423078	0.15792458750015556
Sample56	0.18264061692146466	0.2504512055482879	0.17413537066442258	0.18695708642854597	0.2058157204372789
Sample57	0.20700683427686462	0.19501227154581696	0.19634793565055042	0.18421786832555093	0.21741509020121705
Sample58	0.21463196527662495	0.19471625643104754	0.2090343819068125	0.20421692146009146	0.17740047492542355
Sample59	0.1963188274745304	0.18158086844707658	0.19729022767562202	0.19890879493405994	0.22590128146871116
Sample60	0.2217992567274845	0.21636662970536447	0.1923229150329327	0.21148910010424654	0.15802209842997175
Sample61	0.187241016574883	0.19725998562946856	0.211172745322282	0.20513517915299062	0.1991910733203757
Sample62	0.1921699222658588	0.18357914365896216	0.1933455250299743	0.19133039804163632	0.2395750110035683
Sample63	0.17475606546006892	0.2308328874747633	0.19762594921705287	0.1772881144044667	0.2194969834436483
Sample64	0.19586779853834504	0.1863799191788868	0.21536189669834835	0.2352437261025497	0.1671466594818701
Sample65	0.2142544141564247	0.20787839191175525	0.19047842449160654	0.19693382519679264	0.19045494424342096
Sample66	0.19720103771953956	0.22003328900010963	0.2026639210914888	0.19592880471581875	0.1841729474730431
Sample67	0.2313874790687194	0.19391989104050375	0.16637427471954808	0.203411712461274	0.20490664270995468
Sample68	0.237630774767981	0.19840883587914784	0.20943385112534463	0.19871708418092748	0.15580945404659907
Sample69	0.20356676964080042	0.19961806220209033	0.19460435967986844	0.20607403705910693	0.19613677141813396
Sample70	0.21762585000430076	0.1808115942768003	0.1871232795162648	0.21320781188199778	0.20123146432063632
Sample71	0.20649813636246417	0.20409855392102091	0.2017592806520041	0.1824204920326134	0.20522353703189739
Sample72	0.19059451115294615	0.2119972894152668	0.18453291606013514	0.233253541953137	0.179621741418515
Sample73	0.21372803924634676	0.21758681148411818	0.17463252268429239	0.1835649342457166	0.210487692339526
Sample74	0.19433059373771475	0.21116422323306416	0.17104627654096538	0.2353227896678749	0.1881361168203809
Sample75	0.17698854287289661	0.22229592330279888	0.19419327005946607	0.22388481467097146	0.1826374490938669
Sample76	0.19896140692954448	0.19464120770271298	0.19916446333852783	0.2187991935407208	0.18843372848849407
Sample77	0.20482927024231418	0.22022710850664817	0.1863201958180054	0.20053685341454563	0.18808657201848653
Sample78	0.2005933684616188	0.2014562952394495	0.18863810244426749	0.21135383925171713	0.19795839460294717
Sample79	0.20993527968292425	0.18989090457913743	0.21292646597797213	0.20117769146969036	0.18606965829027586
Sample80	0.1949880623411733	0.20223685100332625	0.1786071789935899	0.21100844906701532	0.21315945859489524
Sample81	0.23391300116122066	0.1794127826065041	0.2122201833702365	0.1794066461069237	0.19504738675511515
Sample82	0.20898934857231316	0.17271907607175246	0.20300732827115664	0.19266226322328325	0.22262198386149454
Sample83	0.18900675235582712	0.19268130763495098	0.19376730535659464	0.21122902077825523	0.21331561387437195
Sample84	0.19043596037081492	0.18588113586291583	0.20362768538569728	0.17715767062221957	0.24289754775835223
Sample85	0.18171131493625942	0.20197409343846384	0.2130941037632657	0.19491196533207042	0.2083085225299407
Sample86	0.17565966435526637	0.2375722598013672	0.23115617458830534	0.26272023222586266	0.09289166902919854
Sample87	0.21324454763541836	0.2030356069582365	0.2105734453943571	0.21919495518152943	0.1539514448304584
Sample88	0.2164601339381497	0.1705000238802393	0.2004997284999969	0.22610324898390718	0.18643686469770693
Sample89	0.21920853347091515	0.18460475747295121	0.1962596741353414	0.22000508840434568	0.17992194651644652
Sample90	0.2074737079550078	0.2000896448755058	0.22657067037270856	0.17592544207671026	0.1899405347200676
Sample91	0.22295947690297244	0.18256331456046335	0.16928393595177907	0.19348458643846514	0.2317086861463202
Sample92	0.20962005186601482	0.17283378298168647	0.20698882681443997	0.22821216456525414	0.18234517377260448
Sample93	0.18338762790371138	0.21648177764796553	0.2064206921529116	0.19930172594760517	0.1944081763478063
Sample94	0.20939396670683802	0.18663836601021358	0.18930778641499335	0.19137063279322283	0.2232892480747322
Sample95	0.2117077691326229	0.19911010790603442	0.18012222606930695	0.1992325344611019	0.20982736243093375
Sample96	0.1707370838690128	0.1907800080436263	0.21601576813498483	0.20560687180158513	0.2168602681507909
Sample97	0.18802705412129406	0.18593819602881556	0.2181495535035309	0.21835680224461812	0.18952839410174144
Sample98	0.2133903063785772	0.2061441525741249	0.2106429866103688	0.1457088829897076	0.22411367144722155
Sample99	0.21268598011810141	0.21311531735455594	0.21725213082329334	0.20250571994415884	0.15444085175989034
Sample100	0.18960255870840176	0.21678492018662732	0.15968972920121013	0.2146726393318628	0.2192501525718981
