	SBS7d	SBS10b	SBS13	SBS17b	SBS28
Sample38	0.22802790946035922	0.17730055597491065	0.17340952265442658	0.2385037367655691	0.18275827514473444
Sample39	0.22579672779878276	0.18336550330378193	0.17337875468892783	0.17456071057680012	0.2428983036317073
Sample40	0.2083716982990377	0.2133213824232458	0.23141863287979486	0.1660942060924929	0.18079408030542868
Sample41	0.16398982483331065	0.21050230775121584	0.2062769458847122	0.17787949461173214	0.2413514269190292
Sample42	0.19112779109640868	0.18777093999967637	0.19097962777928804	0.20370383936562622	0.22641780175900073
Sample43	0.20161593670184352	0.21651251943415997	0.20546051151863842	0.21271090886577593	0.16370012347958224
Sample44	0.2422168337927171	0.13437940722529845	0.2133902609281451	0.18434628487187166	0.22566721318196756
Sample45	0.1776786046542935	0.22035499845551831	0.2196853738827577	0.18960371027466033	0.19267731273277022
Sample46	0.20849743091292222	0.20118136291953048	0.22591149236292596	0.20873761877204727	0.1556720950325741
Sample47	0.23361132627305267	0.24067088371281273	0.1881182849128819	0.2098008047475893	0.12779870035366336
Sample48	0.20706421083154322	0.22534367871457403	0.2199298808351582	0.1445944505584064	0.20306777906031814
Sample49	0.2027867921372431	0.1734393330506199	0.21576796460722308	0.19868290825530568	0.20932300194960823
Sample50	0.17597061004726733	0.235623566835317	0.18880018878127733	0.23803276893601524	0.16157286540012314
Sample51	0.18459079410988063	0.1952090568481093	0.22177638153257948	0.1614683744695212	0.23695539303990937
Sample52	0.18877318008554578	0.15836306586024784	0.21854943548854622	0.2408545840408351	0.19345973452482515
Sample53	0.2034470685976712	0.22108271195594792	0.17319031367262466	0.1858311794054398	0.2164487263683165
Sample54	0.24624344516360433	0.1787178875298535	0.18169608772620263	0.16655167482950795	0.2267909047508315
Sample55	0.18773698860231885	0.1497938851497098	0.19941606445320142	0.19787241776587705	0.26518064402889296
Sample56	0.21712067982520547	0.16698137916855088	0.1498502216759627	0.2205550911449508	0.2454926281853301
Sample57	0.18267074964169705	0.20051903998841802	0.2057602249858994	0.1898871191310018	0.22116286625298362
Sample58	0.22876704956361615	0.2119013191682559	0.20195339805102658	0.19716039455431103	0.16021783866279043
Sample59	0.17952026543177108	0.1815492382508633	0.2079470316953762	0.22433255289373163	0.2066509117282578
Sample60	0.1710003238801476	0.21600090322247703	0.2307374883071942	0.17013140490097609	0.21212987968920508
Sample61	0.16614043535792244	0.1925820806356539	0.19045901518331151	0.24407619568617986	0.20674227313693233
Sample62	0.23560808683045936	0.23556988365384526	0.16206190106656174	0.16241962789555034	0.20434050055358316
Sample63	0.20272440668577518	0.1918047305843217	0.22402158839123398	0.23687821598433198	0.14457105835433712
Sample64	0.1784056632921674	0.2079433848213944	0.20921839418887683	0.20038078673717277	0.20405177096038862
Sample65	0.17078047591019888	0.19672690093259496	0.20251135160117495	0.20745063057683946	0.2225306409791918
Sample66	0.19347776168863923	0.23203151649577144	0.2215835848914461	0.20929558744312007	0.1436115494810231
Sample67	0.24281489849938198	0.1971507279195599	0.18442063176652615	0.17362244360456622	0.2019912982099658
Sample68	0.2331811613032913	0.18612854607570542	0.16767002621767851	0.18420954291205446	0.2288107234912704
Sample69	0.17956560102653735	0.19689040231968763	0.17650899229839723	0.21273699178543576	0.23429801256994212
Sample70	0.24484447020462746	0.2041744100000696	0.1804813013903449	0.2151843182479056	0.15531550015705237
Sample71	0.20365973564397696	0.17944234881272714	0.21959014899863902	0.17168196782840892	0.22562579871624797
Sample72	0.20451902007691364	0.19263676237915142	0.16060468543307638	0.21525136898020436	0.22698816313065423
Sample73	0.20312191092225293	0.1956917732255107	0.2229234816296242	0.21666087924737124	0.16160195497524096
Sample74	0.20410243081586102	0.18262939153873411	0.21801443346758315	0.20305047938863582	0.19220326478918595
Sample75	0.22013945068607832	0.20891673303379643	0.19959778799510144	0.21649180466356002	0.15485422362146378
Sample76	0.15933004013384033	0.23354153575069053	0.2169278059768107	0.17478152420426654	0.215419093934392
Sample77	0.19302691453296314	0.2001575221451271	0.20019347693628836	0.21353559871417307	0.19308648767144831
Sample78	0.20014362338317027	0.16756269476837454	0.2136677082978136	0.21679928653209204	0.20182668701854956
Sample79	0.22329327630208753	0.17304168882790127	0.21902833972247399	0.15626581598353523	0.22837087916400203
Sample80	0.24562620546869635	0.19653406891423364	0.18225191550648384	0.17683710313269557	0.19875070697789068
Sample81	0.20369983103295627	0.1700310382765785	0.24376709767201757	0.22166920691570313	0.16083282610274457
Sample82	0.2311983832913955	0.17209028517133615	0.18643749671646903	0.16977674737273288	0.24049708744806653
Sample83	0.2164587550258072	0.2094819892801127	0.006335618016258645	0.28379113174470766	0.2839325059331138
Sample84	0.20765957602987062	0.1872032876620341	0.20025433377157084	0.22778575776198753	0.1770970447745369
Sample85	0.20738187364433922	0.17936350389508057	0.175766626948267	0.2194251115722277	0.2180628839400856
Sample86	0.182177584004019	0.19998091168657153	0.19456983385835044	0.21119430369748593	0.21207736675357317
Sample87	0.2020017970250553	0.19500578179391242	0.18645462654501016	0.19015684194391463	0.22638095269210748
Sample88	0.21913438691882786	0.15286789598134157	0.23372921300854793	0.243566583032924	0.15070192105835864
Sample89	0.20854525192404086	0.18439661467956056	0.21156398325310882	0.18354057361287315	0.2119535765304165
Sample90	0.18365672848494605	0.19660861206908867	0.18369979188898677	0.20375162147208578	0.2322832460848928
Sample91	0.16371292473748286	0.23226286750637484	0.19265388557291427	0.22528959008921187	0.18608073209401627
Sample92	0.2198188904556101	0.2192676613215179	0.16133140526886655	0.21069865745142113	0.18888338550258427
Sample93	0.18382228994443886	0.24179517902539333	0.19628958677719377	0.20740524030719742	0.17068770394577656
Sample94	0.18561490674215791	0.16224703302093615	0.21120088522172722	0.20781472591874767	0.23312244909643093
Sample95	0.2044174839064776	0.23270846101169598	0.21478685211970258	0.1704078424482377	0.17767936051388605
Sample96	0.19013725846919963	0.19820600320836182	0.20549015747213215	0.20460114057758733	0.20156544027271897
Sample97	0.18181664686984067	0.20209173168370298	0.20277459568392903	0.19341514659057876	0.21990187917194862
Sample98	0.19157179797643978	0.18459135987038158	0.213551794319215	0.1727864933682599	0.23749855446570373
Sample99	0.1857747099711096	0.17483023424964925	0.2342446698548496	0.19488751717606462	0.21026286874832684
Sample100	0.17868832485402003	0.24703503805172508	0.19909451652409432	0.22739197241225367	0.14779014815790673
