	SBS7d	SBS10b	SBS13	SBS17b	SBS28
Sample28	0.20091301249325494	0.2190740596568758	0.20913285575768537	0.264902332876963	0.10597773921522079
Sample29	0.20609342448281984	0.14653944353689793	0.2112881846539856	0.2528604583739439	0.18321848895235268
Sample30	0.22107750962463474	0.14326683438791915	0.19419915177620609	0.14968769569162732	0.2917688085196127
Sample31	0.22918423879963906	0.1906950879918876	0.2297655381821899	0.17670419325095746	0.17365094177532606
Sample32	0.25486291358556473	0.20183649461319375	0.19081737688917247	0.14041136378560287	0.21207185112646607
Sample33	0.2203400574828989	0.19172165028731886	0.2250121365634558	0.22137263108523983	0.14155352458108653
Sample34	0.2220074136327995	0.1639353226738502	0.19733865827467775	0.15992585510758814	0.2567927503110843
Sample35	0.1595748998880563	0.24615434342857673	0.1672422263400143	0.16848449375610772	0.258544036587245
Sample36	0.24529445885336368	0.22162064627541206	0.23928244031590767	0.25700462533004265	0.03679782922527406
Sample37	0.2814543278723721	0.1656202302396625	0.19752353866620412	0.1733273715875937	0.18207453163416754
Sample38	0.3150938522102059	0.12480543523291725	0.23919249187329936	0.08468808397981385	0.23622013670376354
Sample39	0.16408350172360184	0.2692422684116862	0.18108876919909378	0.1474222917077916	0.23816316895782666
Sample40	0.17707673625501572	0.24828425710645133	0.15998253003517948	0.24653024791816133	0.16812622868519203
Sample41	0.21248708732106247	0.257079586346938	0.16752298057611614	0.2858562350615571	0.07705411069432624
Sample42	0.19387310226892146	0.2264821167803702	0.1926389375589173	0.2033396231649676	0.18366622022682327
Sample43	0.3050256644128901	0.24918497040424795	0.15430968450416746	0.15645915812055786	0.13502052255813674
Sample44	0.1746357593228946	0.25818448232194047	0.21213966842030457	0.16455318030896382	0.19048690962589643
Sample45	0.2008352642489152	0.17459705534958678	0.23891972990702712	0.17841075797124964	0.2072371925232212
Sample46	0.27126123484534825	0.16089223246337528	0.22847983365106872	0.06711042959310483	0.272256269447103
Sample47	0.0	0.0	0.0	0.43389422739341565	0.5661057726065845
Sample48	0.14886134198566922	0.17999367520871776	0.20818928281320315	0.1772188949349225	0.2857368050574874
Sample49	0.13674687440790503	0.19863677801631255	0.18478918043159562	0.21128513096771706	0.2685420361764698
Sample50	0.23855146464229834	0.2934569471054334	0.09310645549062115	0.18994846659505005	0.18493666616659693
Sample51	0.0017715520850798763	0.3770256901736879	0.008049673578156447	0.6128484430688281	0.0003046410942474778
Sample52	0.2056159682643466	0.2068106982671075	0.1666426770978329	0.37093387282425855	0.04999678354645439
Sample53	0.18854043481050464	0.24421742589676204	0.16333793422131268	0.25198497442331386	0.15191923064810675
Sample54	0.1327027134893941	0.2450682800930904	0.2783080581376289	0.09000031115241636	0.2539206371274703
Sample55	0.17322563199109012	0.2304009827263874	0.14792581245305444	0.3150098844738736	0.13343768835559444
Sample56	0.15589906532251138	0.32433694327057455	0.19165815670085712	0.2283207118309726	0.09978512287508445
Sample57	0.1889762547471616	0.3219419652731213	0.23542100133193494	0.12080667494093925	0.13285410370684278
Sample58	0.24277730734764524	0.2102512042728482	0.17617880204210398	0.20233663263028792	0.1684560537071147
Sample59	0.1377449191143408	0.1992895034405121	0.2262050574609003	0.13220522519182085	0.30455529479242593
Sample60	0.20378415609052883	0.12248335554282498	0.24241570149924022	0.25938240502514887	0.17193438184225704
Sample61	0.1415230247005087	0.29680330142507844	0.15947185674486034	0.20347166004869335	0.19873015708085914
Sample62	0.1627579638051895	0.3236845987375971	0.254335050915326	0.1664240527762967	0.0927983337655908
Sample63	0.25170478221373344	0.16906253679173164	0.15566907580176806	0.3143809584222284	0.10918264677053843
Sample64	0.24168634279936016	0.20807922381341928	0.23689081912904167	0.17332204096930715	0.14002157328887177
Sample65	0.14897030418302296	0.32444414176568703	0.18330205489482015	0.20824742665543003	0.13503607250103988
Sample66	0.1971180191752828	0.16118336248069778	0.17381189446653536	0.1871196170712846	0.2807671068061995
Sample67	0.1556809450285532	0.2052578062219296	0.1702353014995779	0.17977670530776285	0.2890492419421764
Sample68	0.2533191780206783	0.14346012753402604	0.21470037953744384	0.13406076062460032	0.2544595542832515
Sample69	0.16409841955257815	0.22412659985365904	0.23191115845973312	0.23970262375081083	0.14016119838321872
Sample70	0.0	0.0	0.44962793671084417	0.5503720632891559	0.0
Sample71	0.16672535553033943	0.1597265578378541	0.26962784935544076	0.20635071160482227	0.19756952567154346
Sample72	0.2892330406250262	0.18733453120288157	0.16505870243332313	0.3148105446688247	0.043563181069944314
Sample73	0.20762670739859312	0.25816957242441296	0.11941244239113549	0.2641808207515763	0.1506104570342821
Sample74	0.21883626029132866	0.10845644266191645	0.25565070162469533	0.168829035104245	0.24822756031781457
Sample75	0.2571944581797923	0.21714783409022517	0.08438736314807908	0.13605880947565918	0.30521153510624427
Sample76	0.0	0.34040470422049984	0.23264889958151738	0.18131922610687315	0.2456271700911096
Sample77	0.14160989661383983	0.22507510461842684	0.2501333774411143	0.3155446226106309	0.06763699871598824
Sample78	0.19967933793168915	0.23881081380960542	0.22325805747449395	0.13536534928890753	0.20288644149530388
Sample79	0.23909124172370386	0.2066607807055286	0.2107989600792349	0.20562077318540686	0.13782824430612575
Sample80	0.14604056917046704	0.23436112061503928	0.21350974799457784	0.07281994871962776	0.3332686135002882
Sample81	0.10594225324615561	0.23929127583972595	0.26824519653623635	0.15642735007603384	0.23009392430184844
Sample82	0.13192134507417774	0.33003242346973694	0.21371046029450455	0.19415729993835565	0.1301784712232252
Sample83	0.21867670826608884	0.1681072228334777	0.1853084420403574	0.2743292746005476	0.15357835225952846
Sample84	0.16666354155182908	0.28538510455727956	0.14990473766783213	0.12725278350956268	0.27079383271349655
Sample85	0.1228851886898183	0.18671797689307643	0.3379842552379093	0.14129266676953373	0.2111199124096622
Sample86	0.30909094647834057	0.140695475102054	0.20056257388291082	0.1729495795360463	0.17670142500064842
Sample87	0.11159207672991119	0.1491828112683529	0.2526351226071875	0.2733200998596782	0.21326988953487008
Sample88	0.1413904954215838	0.2609704639362016	0.16639132481382143	0.21938886494913817	0.21185885087925496
Sample89	0.17775259082060568	0.18667123164742422	0.25914411328268727	0.17342816247870388	0.20300390177057895
Sample90	0.19764238651607582	0.23674732205862958	0.18463547166892078	0.2952339224534432	0.08574089730293055
Sample91	0.20418575762394975	0.14761694149403862	0.19122319383950806	0.11344035031807875	0.34353375672442493
Sample92	0.16924570929473298	0.19759038775527737	0.2301323459900805	0.17895350222631662	0.22407805473359246
Sample93	0.16598461891830435	0.16487903953199606	0.23654288450764674	0.18474076141527543	0.24785269562677745
Sample94	0.14171523344004264	0.22993637491062796	0.2123748959822363	0.19968008306484245	0.21629341260225063
Sample95	0.2683204191845356	0.162685194318527	0.1930569650933963	0.09962123362033362	0.2763161877832075
Sample96	0.1964884256053588	0.22070278517817718	0.18755388504151735	0.15202549540992025	0.2432294087650264
Sample97	0.14034048125700013	0.24211440248663915	0.2413549984335624	0.19022555082362005	0.18596456699917827
Sample98	0.3274823297611213	0.12691606125131089	0.18225782371906382	0.23122123257748695	0.13212255269101703
Sample99	0.21639942388458905	0.13402094866199019	0.19244621171665727	0.2751194318576033	0.18201398387916015
Sample100	0.2573272059760643	0.24761220034344977	0.21818405237398017	0.13886522354319872	0.13801131776330697
