	SBS3	SBS4	SBS5	SBS8	SBS9	SBS12	SBS25	SBS26	SBS29	SBS35	SBS37	SBS39	SBS40a	SBS40b	SBS40c	SBS41	SBS44	SBS46	SBS89	SBS92	SBS93	SBS94	SBS95	SBS96	SBS98	SBS99
Sample11	0.0	0.0	0.10760592595940424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24553126551365861	0.0	0.0	0.0	0.0	0.0	0.3487010562198188	0.2981617523071184	0.0	0.0	0.0	0.0	0.0
Sample12	0.0	0.0	0.0	0.0	0.0	0.0785565158952911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14932825974949993	0.0	0.0	0.0	0.0982501270772192	0.0	0.12145074329754292	0.24786532200274775	0.20974067638492144	0.0	0.09480835559277773
Sample13	0.0	0.0	0.2902351008420229	0.05125592096006572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07804898288145172	0.09953450623733695	0.07981995567949886	0.0	0.0	0.0	0.0	0.0	0.0	0.40110553339962396	0.0	0.0	0.0	0.0
Sample14	0.0071809456017947115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05530624273395753	0.0	0.0	0.1983998880399423	0.17598871739530805	0.0	0.0	0.18390222529695416	0.2914188522245528	0.0	0.0878031287074905	0.0	0.0	0.0	0.0
Sample15	0.0	0.0	0.101550898977355	0.0	0.0	0.0	0.1835822713165185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3565957521988106	0.0	0.049147199408345214	0.07921927551612319	0.0	0.13950097827440017	0.0	0.0	0.0	0.0	0.0	0.09040362430844735
Sample16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054509471497065205	0.0	0.0	0.19913845954223944	0.0	0.6384553284937339	0.0	0.0	0.0	0.0	0.10789674046696142	0.0	0.0	0.0	0.0	0.0	0.0
Sample17	0.0	0.0	0.0	0.0	0.0	0.03698904482592011	0.0	0.0	0.0	0.0	0.0	0.0	0.22695282259104765	0.0	0.0	0.0	0.2931180674497788	0.17068928333595207	0.0	0.0	0.1665964285357114	0.0	0.0	0.0	0.0	0.10565435326158991
Sample18	0.0	0.0	0.5818350535451067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007791180382293649	0.0	0.0	0.08450535381164061	0.058323337824034385	0.0	0.0	0.01689038831617895	0.12883434083059103	0.0	0.0	0.1218203452901547	0.0	0.0	0.0
Sample19	0.0	0.08351073089246268	0.0	0.0	0.0	0.0	0.0	0.11130257111975836	0.0	0.0	0.0	0.0	0.21627516835199698	0.0	0.0	0.0	0.0909006484326452	0.0	0.0	0.14807408201067562	0.0	0.2347654461840461	0.0	0.0	0.0	0.11517135300841508
Sample20	0.10358878873557074	0.0	0.40058632842340264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034696927068053614	0.0872427286455247	0.0	0.08264160028508906	0.06830295686772393	0.0	0.0	0.0	0.01712417230163407	0.20581649767300136	0.0	0.0	0.0	0.0
Sample21	0.0	0.0	0.0	0.0	0.0	0.21044576921490465	0.0	0.0	0.0	0.0	0.0	0.07375683512857874	0.19850825305456893	0.2098208952023372	0.0	0.026620104746958778	0.0	0.0	0.0	0.07614682766918254	0.0	0.0	0.10713630071150688	0.0	0.0	0.09756501427196218
Sample22	0.0	0.0	0.28569437813247345	0.10782721003961084	0.0	0.004851944480131554	0.0	0.0	0.0	0.0	0.0	0.0	0.13442489235528543	0.0	0.0	0.0	0.0	0.06538068260784308	0.0	0.3308345203230702	0.0	0.0	0.0	0.0	0.0	0.07098637206158538
Sample23	0.0	0.0	0.04243256195797688	0.0	0.0	0.0	0.07572251083124384	0.0	0.0	0.0	0.0	0.0	0.26847216382907224	0.0	0.0	0.0	0.0	0.0	0.21446407048920188	0.3488863610726265	0.0	0.0	0.0	0.0	0.0	0.05002233181987865
Sample24	0.4678565528829983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06780632347312297	0.0899479659343035	0.0	0.0	0.0	0.3743891577095752	0.0	0.0	0.0	0.0
Sample25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1335077163263049	0.0	0.0	0.13420336735245914	0.0	0.0	0.0	0.0	0.0851246793144313	0.0	0.3649530787178134	0.0	0.20659622098540686	0.07561493730358435	0.0	0.0	0.0
Sample26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152559569182008	0.1269987766594136	0.12481280309597302	0.4137833913726433	0.0	0.18184545968996213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1004942544842657	0.0	0.038672260413979954	0.0	0.0	0.16031499828195864	0.0	0.4903943043695111	0.0	0.0	0.0	0.0	0.21012418245028452	0.0	0.0	0.0	0.0	0.0	0.0
Sample28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17560482285700438	0.0	0.0	0.0	0.0	0.6055749267966389	0.0	0.0	0.0	0.0	0.21882025034635674	0.0	0.0	0.0	0.0	0.0	0.0
Sample29	0.0	0.0	0.13146646117762334	0.06968390153911855	0.0	0.0	0.0	0.0	0.11776818137175288	0.0	0.0	0.0	0.2169238405105866	0.0	0.0	0.0	0.0	0.09244864510802624	0.0	0.1682301953195384	0.0	0.20347877497335398	0.0	0.0	0.0	0.0
Sample30	0.0	0.19560616878808576	0.0	0.0	0.0	0.23282779291922462	0.0	0.11271453227100967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16147881477557072	0.0	0.0	0.0	0.2882469622467507	0.009125728999358443	0.0	0.0	0.0
Sample31	0.13803776055036274	0.0	0.5857132678608334	0.0	0.0	0.07580735591441759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20044161567438626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample32	0.1971089795522687	0.0	0.0242435023424406	0.0	0.0	0.0	0.0	0.0	0.0	0.06265172781552335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17701169201721503	0.35731204919623305	0.0	0.1816720490763193	0.0	0.0	0.0	0.0
Sample33	0.06241736862226211	0.0	0.0	0.06395664005102111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020474724003725412	0.0	0.0	0.5273935544619803	0.0	0.0	0.07559375553689805	0.0	0.0	0.16929929901033836	0.0	0.0	0.0	0.08086465831377468	0.0
Sample34	0.0	0.05123393086034937	0.0	0.0	0.0	0.12050224370142837	0.0	0.0	0.0	0.0	0.0	0.0	0.07235176988050669	0.0	0.0	0.0	0.0	0.0	0.0	0.31989660045719454	0.0	0.28686631955222136	0.0	0.0	0.07170767325929366	0.07744146228900596
Sample35	0.0	0.0	0.0	0.0	0.0	0.22048774193623186	0.0	0.0	0.0	0.0	0.0	0.24376128080202764	0.0	0.0	0.4053477843447974	0.0	0.0	0.0	0.0	0.1304031929169432	0.0	0.0	0.0	0.0	0.0	0.0
Sample36	0.0	0.0	0.0	0.21213832493615262	0.0	0.0	0.0	0.0	0.0	0.0752111222996285	0.0	0.0	0.012182334945606693	0.0	0.0	0.0	0.21421913085041708	0.0	0.0	0.44484113211248955	0.0	0.041407954855705635	0.0	0.0	0.0	0.0
Sample37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15486253596619776	0.21946203160319103	0.0	0.0	0.0	0.3994465820252987	0.22622885040531254	0.0	0.0	0.0	0.0	0.0	0.0
Sample38	0.0	0.0	0.16256569066750343	0.0914701527228252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39440868765021425	0.0	0.0	0.0	0.0	0.07415980899114052	0.0	0.2773956599683166	0.0	0.0	0.0	0.0
Sample39	0.0	0.0	0.3775957825429902	0.0	0.0	0.0	0.0	0.0	0.0	0.10768510228645278	0.0	0.09900048807977217	0.10564623249219224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31007239459859265	0.0	0.0	0.0	0.0
Sample40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14429541673028967	0.0	0.0	0.0	0.1646908215577171	0.0	0.0	0.0	0.31251652015160497	0.0	0.21938293389106914	0.0	0.15911430766931903	0.0	0.0
Sample41	0.0	0.0	0.1885813849840199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20435652020255723	0.0	0.16222941962815235	0.0	0.0	0.0	0.34669520648185237	0.0	0.0	0.0	0.0	0.0	0.09813746870341811	0.0
Sample42	0.0	0.0	0.0	0.0	0.0	0.190413190864348	0.0	0.0	0.0	0.13396239642122193	0.0	0.0	0.31454859498510607	0.0	0.0	0.0	0.018159502207546058	0.0	0.0	0.0	0.06897800527731775	0.0	0.173516212208759	0.0	0.0	0.10042209803570121
Sample43	0.0	0.0	0.0	0.0	0.07896576848792165	0.09743707030228761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20614211277041108	0.0	0.0	0.09078147807084541	0.0	0.0	0.19091080510680195	0.0	0.23269910152369835	0.0	0.0	0.1030636637380338	0.0
Sample44	0.0	0.0	0.23592389682765127	0.0	0.08447235918719792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07324550114125625	0.12015792427970089	0.08683820461380896	0.0	0.08154259033723532	0.0	0.0	0.0	0.0	0.3178195236131493	0.0	0.0	0.0	0.0
Sample45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15966810297378162	0.0	0.0	0.0	0.5992248203907535	0.01014096179797401	0.0	0.0	0.23096611483749083
Sample46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15042354322900603	0.0	0.0	0.3326964454061243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05729966615900774	0.0	0.33114975220199405	0.0	0.0	0.0	0.12843059300386775
Sample47	0.0	0.0	0.0	0.0	0.0	0.11836181507572052	0.0	0.0	0.0	0.0	0.0	0.22285798058639178	0.0	0.0	0.0	0.0	0.0	0.0	0.29605458212453484	0.36272562221335297	0.0	0.0	0.0	0.0	0.0	0.0
Sample48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19274922652637208	0.0	0.0	0.0	0.09394589724637419	0.10296590851328564	0.0	0.3140508179216776	0.0	0.1482871590611172	0.0	0.0	0.0	0.1480009907311733
Sample49	0.0	0.0	0.15619315926343125	0.0	0.0	0.0	0.0	0.0	0.0	0.07350938563970569	0.0	0.0	0.38997500106392186	0.0	0.1412812174647818	0.0	0.0	0.0	0.0379177775131255	0.0	0.0	0.20112345905503395	0.0	0.0	0.0	0.0
Sample50	0.0	0.13202727445641257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012906372670733548	0.0	0.23004744167310098	0.0	0.0	0.0	0.0	0.5624459427132311	0.0	0.0625729684865218	0.0	0.0	0.0	0.0
Sample51	0.0	0.0	0.0	0.0	0.1717534043341285	0.18444620653867244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5700994735305804	0.07370091559661848	0.0	0.0	0.0
Sample52	0.0473152422854234	0.0	0.0	0.06802320589047398	0.0	0.1521625174771422	0.0	0.0	0.0	0.0	0.0	0.0	0.08698541174249526	0.0	0.0	0.0	0.0	0.0	0.0	0.0898069604141012	0.0	0.555706662190364	0.0	0.0	0.0	0.0
Sample53	0.0	0.0	0.3150030464491342	0.0	0.0	0.0	0.0	0.0	0.0	0.10693490206234997	0.0	0.0	0.0	0.0	0.46344846422625413	0.0	0.0	0.0	0.0	0.014722488592635193	0.0	0.09989109866962656	0.0	0.0	0.0	0.0
Sample54	0.0	0.0	0.0	0.0	0.0	0.0	0.07042559125976582	0.0	0.0	0.0356194769767894	0.0	0.0	0.0	0.0	0.44029086250608357	0.0	0.0	0.06680944672913401	0.18167596969609992	0.0	0.0	0.18962858308675654	0.0	0.0	0.0	0.01555006974537087
Sample55	0.0	0.0	0.0	0.0	0.0	0.09221463795386077	0.0	0.0	0.19192179402333992	0.0	0.0	0.0	0.0	0.0	0.45946839726918176	0.0	0.14560238601659564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11079278473702181
Sample56	0.1271808522286348	0.0	0.0	0.17250963957039447	0.0	0.0	0.0	0.0	0.0	0.11127081973260827	0.0	0.10329062300328896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31005843653497195	0.0	0.0	0.0	0.0	0.0	0.1756896289301016
Sample57	0.2707988136650759	0.023803490866947573	0.3109581191583101	0.0	0.0	0.07701616633336077	0.0	0.0	0.0	0.07830024066996956	0.0	0.045188577943348206	0.0	0.0	0.0	0.0	0.028752173272217223	0.0	0.0	0.0	0.0	0.0	0.1651824180907706	0.0	0.0	0.0
Sample58	0.0	0.0	0.0	0.0	0.1650120936041326	0.0	0.0	0.0	0.0	0.22424266955973188	0.0	0.0	0.0	0.0	0.0	0.0	0.19609052892827966	0.0	0.0	0.1046553545385512	0.0	0.3099993533693047	0.0	0.0	0.0	0.0
Sample59	0.0	0.0	0.0	0.16568327791464085	0.0	0.0	0.1614694652221879	0.13729153297251018	0.0	0.0	0.08361239064707189	0.0	0.0	0.0	0.0	0.0	0.15877130053362187	0.0	0.0	0.1222751106082737	0.0	0.0	0.0	0.0	0.0	0.17089692210169358
Sample60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05681392687300598	0.0	0.0	0.0	0.0	0.21546873056107427	0.0	0.06653361919906058	0.1548702265410781	0.0	0.3716164097783839	0.0	0.13469708704739733	0.0	0.0	0.0	0.0
Sample61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0783469509807862	0.0	0.15425631117528724	0.06087110849556315	0.11811245303663602	0.0	0.0	0.2584588827321336	0.0	0.0	0.0	0.0	0.2410051153600642	0.0	0.08894917821952955	0.0	0.0	0.0	0.0
Sample62	0.0	0.0	0.20934019374478197	0.0	0.0	0.0	0.0	0.07896250544245066	0.0	0.06585615406343796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3796967906460732	0.0	0.26614435610325615	0.0	0.0	0.0	0.0
Sample63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033831193437337204	0.4014777613597189	0.37954816808026426	0.0	0.0	0.0	0.0	0.18514287712267957	0.0	0.0	0.0	0.0	0.0	0.0
Sample64	0.06938503175551748	0.0	0.0	0.15174413630002806	0.1336849879480045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010024041724318219	0.0	0.0	0.06212784002504066	0.08864599727759633	0.0	0.0	0.4943117662765697	0.0	0.0	0.0	0.0
Sample65	0.3025524418361503	0.1831968719187709	0.0	0.0	0.12945144004482956	0.22282355096723833	0.0	0.0	0.0	0.0	0.0	0.09156804654630649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016804586654018426	0.0	0.0	0.0	0.05360306203268609	0.0	0.0
Sample66	0.0	0.0	0.4052357218427781	0.0	0.0	0.0	0.0	0.0	0.0	0.2154497620327071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06768390316674339	0.0	0.1410158624923303	0.0	0.0	0.0	0.17061475046544095
Sample67	0.0	0.07633855344511208	0.10103489289391988	0.0	0.0	0.0	0.0	0.0	0.06731718563345439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6743264570488692	0.0	0.0	0.0	0.0	0.0	0.08098291097864446
Sample68	0.0	0.17015614337586935	0.0	0.16611524633304142	0.0	0.08433850789192676	0.0	0.21633299275516388	0.0	0.0	0.0	0.25899460151652953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10406250812746912	0.0	0.0	0.0	0.0
Sample69	0.2177338669137848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10487002356203606	0.037567696982770064	0.0	0.0	0.0	0.0	0.0	0.0	0.27993463594080054	0.0	0.31755223493055734	0.0	0.0	0.0	0.04234154167005129
Sample70	0.0	0.0	0.0	0.139856836477048	0.0	0.0	0.036956022174849015	0.0	0.0	0.08882785330290179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14892250589121891	0.19180038203711866	0.39363640011686374	0.0	0.0	0.0	0.0
Sample71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19450487629013274	0.0	0.0	0.16652511817336926	0.08457863775303029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5543913677834678	0.0	0.0	0.0	0.0
Sample72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3388249878439807	0.0	0.0	0.0	0.0	0.5868920822494061	0.0	0.07428292990661312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample73	0.0	0.0	0.0	0.0	0.0	0.0	0.19553747282056033	0.0	0.0	0.0	0.0	0.0	0.11366148389486971	0.0	0.27057652377525704	0.0	0.0	0.0	0.0	0.10158094526465423	0.0	0.3186435742446588	0.0	0.0	0.0	0.0
Sample74	0.0	0.0	0.10463608524472753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12667427842043122	0.04823427490679548	0.0	0.006617332420536761	0.0	0.0	0.0	0.24116360403402398	0.40038925672931014	0.0	0.0	0.0	0.0	0.0	0.07228516824417493
Sample75	0.0	0.0	0.0	0.06394190409243324	0.0	0.0	0.09091894336617655	0.04327031651364842	0.1346799753437396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13176941639063533	0.0	0.0	0.4322182991735067	0.0	0.0316427254951624	0.0	0.0	0.0	0.07155841962469792
Sample76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16268703458205203	0.0	0.0906678204178942	0.0	0.0	0.0	0.0	0.0	0.09289433788398736	0.0	0.30886829055757836	0.0	0.2900383965338933	0.054844120024594774	0.0	0.0	0.0
Sample77	0.0	0.2560372924850651	0.0	0.0	0.0	0.0	0.0	0.08154815305273405	0.0	0.0	0.0	0.14834628667040625	0.038066475929919956	0.1488851796631471	0.09494220808605287	0.0	0.0	0.0	0.04905801633592583	0.1831163877767489	0.0	0.0	0.0	0.0	0.0	0.0
Sample78	0.0	0.0	0.3293870458740125	0.0	0.0	0.0	0.0	0.0	0.1434477937395273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2490728877629524	0.09614434587710617	0.0	0.0	0.0	0.0	0.10230609340618221	0.07964183334021936
Sample79	0.0	0.0	0.5677928584803159	0.0	0.0	0.0	0.0	0.08179644012660432	0.0	0.1741416834663231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032695042979011435	0.0	0.07869266784787521	0.0	0.0	0.0	0.06488130709987014	0.0	0.0
Sample80	0.0	0.0	0.05004673691377288	0.0	0.0	0.0	0.0	0.0	0.0997325445365828	0.0	0.0	0.17548498657103803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6747357319786064	0.0	0.0	0.0	0.0	0.0	0.0
Sample81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2642055652907853	0.0	0.0	0.0	0.0	0.18711953392224207	0.0	0.4109335389045131	0.0	0.0	0.0	0.1377413618824594
Sample82	0.0	0.0	0.1761929609065828	0.06861551338570736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3009177425303257	0.0	0.0	0.0	0.0	0.08216779766517256	0.0	0.1350645951364853	0.0	0.23704139037572636	0.0	0.0	0.0	0.0
Sample83	0.0	0.0	0.0	0.04544152082972267	0.0	0.0	0.07117094358973287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11661996667935026	0.0	0.0	0.0	0.0	0.3080326075974427	0.0	0.4012883602681223	0.0	0.0	0.0	0.057446601035629284
Sample84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2064471716070536	0.076751656923703	0.16728848860859669	0.09516648775736372	0.047774938240996066	0.0	0.0	0.34805789547794713	0.0	0.0	0.0	0.0	0.0	0.05851336138433985
Sample85	0.1622659425725525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16141371873712967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06889515123497897	0.0	0.0	0.5607380179556256	0.0	0.0	0.0	0.0466871694997132
Sample86	0.2449138370299482	0.0	0.0	0.08933103334594603	0.0	0.0	0.0	0.0	0.0	0.033484838398507945	0.0	0.0	0.0	0.0	0.19765440615819446	0.0	0.0	0.0	0.1376333358691383	0.25617527106228155	0.0	0.0408072781359836	0.0	0.0	0.0	0.0
Sample87	0.0	0.0	0.27890398904617436	0.0	0.0	0.0	0.0	0.0	0.0	0.13411722793959766	0.14448891776734657	0.0	0.11071270119419865	0.0	0.0	0.09416347794077323	0.0848556654073752	0.0	0.0	0.0	0.0	0.15275802070453423	0.0	0.0	0.0	0.0
Sample88	0.0	0.0	0.0	0.16127515271932297	0.0	0.0	0.0	0.0	0.0	0.13140042651983638	0.0	0.0	0.025278737692871135	0.0	0.14121609072495528	0.0	0.10756598912063688	0.0	0.0	0.1422728710974085	0.0	0.2173755724062166	0.0	0.0	0.0	0.07361515971875231
Sample89	0.0	0.2802980819733912	0.0	0.0	0.0	0.0	0.11278588093227992	0.09479859141006916	0.0	0.0	0.0	0.0	0.12110917344992178	0.0	0.0	0.0	0.0	0.0	0.0	0.1067288739814028	0.22283646790305175	0.0	0.0	0.0	0.0	0.06144293034988346
Sample90	0.005243519016249935	0.0	0.2679574784266676	0.0	0.0	0.0	0.1735773395050098	0.0	0.0	0.0	0.0	0.23751744576178532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11032165024706152	0.044463294000665565	0.1609192730425603
Sample91	0.0	0.18103914157410408	0.0	0.0	0.0	0.0	0.0	0.23115452455725682	0.0	0.0	0.0	0.0	0.36790457011352196	0.0	0.0	0.0	0.016492902804215757	0.03365922913999019	0.0	0.07987696746235196	0.0	0.08987266434855935	0.0	0.0	0.0	0.0
Sample92	0.0	0.0	0.0	0.16799529148485082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43533211258868154	0.17739281646112876	0.0	0.0	0.0	0.0	0.0	0.16660135749985686	0.0	0.05267842196548212	0.0	0.0	0.0	0.0
Sample93	0.0	0.0	0.0	0.05329210533917186	0.2030286466353878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5417015951199576	0.0	0.010909674113884073	0.0	0.0	0.0	0.0	0.0	0.12394191024682481	0.018689883255891066	0.0	0.04843618528888282
Sample94	0.20520146036742912	0.0	0.0	0.0	0.0	0.1537561273908718	0.0	0.0	0.1757980130326037	0.08856829404906331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10878369754121237	0.0	0.12829820400243938	0.0	0.0	0.0	0.1395942036163803
Sample95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06893759678416146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1654054093525486	0.6513150832531761	0.0	0.0	0.0	0.0	0.0	0.11434191061011367
Sample96	0.0	0.0	0.14654648253181476	0.0	0.0	0.20660144663469573	0.0	0.11729638273962009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18795590440074514	0.0	0.0	0.0	0.3415997836931242	0.0	0.0	0.0	0.0	0.0	0.0
Sample97	0.0	0.0	0.16163187115781907	0.0	0.0	0.0	0.0	0.0	0.0785083507436853	0.0	0.0	0.06740865978487247	0.16886508505769296	0.0	0.0	0.0	0.0	0.1107862015252113	0.0	0.0	0.0	0.4127998317307188	0.0	0.0	0.0	0.0
Sample98	0.0	0.0	0.0	0.0	0.0	0.0	0.4262769195416734	0.0	0.0	0.0	0.0	0.09007639377768405	0.0	0.0	0.0	0.0	0.15591444290569917	0.0	0.0	0.15541756338544793	0.0	0.05744046938403732	0.0	0.0	0.0	0.11487421100545807
Sample99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14055178098949878	0.16989615052619003	0.16196211521006898	0.051529101714167067	0.0	0.0	0.0	0.171680712659468	0.0	0.20724050374448758	0.0	0.0	0.0	0.0971396351561196
