Denovo A	Denovo B	Denovo C	Denovo D
0.46288100409235367	0.06302844769154538	0.06848748634668891	0.4056030618694121
0.5777406129403518	0.11422125762412069	0.06528541085921676	0.2427527185763105
0.5240687712158856	0.11297365502804686	0.15585539036316143	0.20710218339290615
0.48928570114491826	0.10678579780904528	0.11182153705434389	0.29210696399169256
0.5693730628262714	0.1361707059812765	0.0878282032363345	0.20662802795611745
0.6254800322933296	0.06233348697576715	0.11384856582676141	0.19833791490414182
0.6147467545405517	0.0886180677590649	0.07050903525526087	0.2261261424451225
0.44266953894883976	0.15559955505508796	0.07750061472788611	0.32423029126818625
0.5826338712538776	0.17858195218388825	0.0506498619928518	0.1881343145693824
0.5702536758746076	0.12069538686024982	0.07118833236786584	0.2378626048972768
0.7842796925835385	0.015108191384883968	0.05090234902686789	0.1497097670047096
0.6797936991335476	0.08718152681236307	0.04197832889243716	0.19104644516165217
0.6007010008229029	0.09032355550962377	0.08552151539605238	0.223453928271421
0.46650559762979815	0.06029669846193006	0.11860169150181683	0.3545960124064549
0.4891924730973512	0.13977291408796247	0.08949056036983867	0.2815440524448477
0.5958658191121793	0.15578515778909283	0.03898357421537247	0.20936544888335556
0.7054037860377147	0.15706088694447745	0.05067911663880908	0.08685621037899885
0.4089015853064002	0.007277311795270571	0.11482516470041448	0.46899593819791474
0.4533794227165801	0.05615747568370713	0.16377633110987713	0.3266867704898357
0.5807385649182946	0.16066865973415123	0.06699423985851478	0.1915985354890394
0.5246037502766258	0.10587744790003732	0.0	0.36951880182333685
0.5623629726396392	0.05506526064696905	0.1514881367313043	0.23108362998208754
0.649024967276296	0.05331321408594432	0.09459380551644836	0.20306801312131134
0.4676612969508426	0.08497877883302096	0.0909307512849826	0.35642917293115395
0.6494117760327226	0.003551770233125678	0.1158139063169572	0.23122254741719453
0.6782619413057798	0.06705109699953586	0.019056335702223995	0.2356306259924605
0.5279816917662428	0.12349007568129107	0.12093110328916906	0.22759712926329717
0.458154865705889	0.0873844696632744	0.1211433632274762	0.33331730140336036
0.49081381996366996	0.03530379678179066	0.16282263350857937	0.31105974974595996
0.5629060805851431	0.10419681009923593	0.009144803340649092	0.32375230597497173
0.5087813691991745	0.044600719570215296	0.11590757539344719	0.330710335837163
0.5580984510479908	0.05950498291523864	0.0987899084644332	0.28360665757233733
0.44304998086139213	0.013922820808883022	0.14165512349857912	0.4013720748311458
0.7494015604464839	0.10835285363220531	0.062474567839343	0.07977101808196786
0.6168756809012915	0.03273695926086559	0.10575519157174429	0.24463216826609863
0.44219392213918196	0.08849201718815533	0.09188697847595176	0.37742708219671084
0.4862914182298728	0.151807422518148	0.11289071712195319	0.24901044213002602
0.61045159404515	0.08514581512155406	0.1083455539379852	0.19605703689531076
0.6824665033608058	0.1435202357821086	0.007211836460327667	0.1668014243967579
0.5905545050288374	0.160292974452715	0.05416482930819729	0.19498769121025028
0.5322950204344927	0.14814816681508067	0.1095271817560051	0.21002963099442146
0.5260570056588254	0.18128124419506625	0.13000256996386123	0.16265918018224712
0.5918156645591902	0.0935248046475582	0.08575040970053806	0.2289091210927136
0.5057642179947124	0.1437078131412125	0.09286200996951584	0.25766595889455923
0.6224316348041352	0.0319464356761321	0.1385984163630363	0.20702351315669637
0.6056083592406956	0.098978693977913	0.017369297680333035	0.2780436491010584
0.7436854997869643	0.16011541615685615	0.0	0.0961990840561796
0.5029720206883478	0.09324615309497002	0.11299107624762193	0.2907907499690601
0.6026780450569404	0.007100307155052372	0.14297634934971665	0.24724529843829046
0.5437443187701976	0.06460299765849666	0.11041054410862658	0.28124213946267906
0.6008411355276665	0.12825400635266085	0.023814162943163616	0.24709069517650906
0.45866385879642974	0.11040278511831773	0.11500802012420516	0.3159253359610474
0.5405233351359553	0.01836586069681315	0.1198496334178866	0.321261170749345
0.5845490878859463	0.043026433908759834	0.08946730532619174	0.28295717287910216
0.6321000959169666	0.047714157075893736	0.068815734822804	0.2513700121843357
0.5244039900205187	0.05457248303488975	0.05320078401710702	0.3678227429274845
0.6297780654802353	0.16475947070893954	0.03685013055157945	0.16861233325924566
0.5063305597246736	0.11214647562412959	0.14850578732989414	0.23301717732130264
0.5680898732838593	0.0952688861332177	0.1045232260057489	0.2321180145771741
0.5491856069370978	0.01551320720884207	0.10297776408315122	0.33232342177090873
0.6164293702343314	0.10007764352137762	0.05853861360594874	0.2249543726383421
0.5885880397780352	0.11792022102337482	0.0449453511118249	0.24854638808676507
0.6540988854170481	0.12952566476827487	0.07717023359263725	0.13920521622203977
0.5308454151882399	0.16940298418197205	0.029535563777393824	0.27021603685239426
0.45360475178593285	0.06871044140393742	0.14627921987111137	0.3314055869390183
0.6037603132789356	0.15598689080916453	0.10973910942108409	0.13051368649081585
0.47981729795486167	0.10031456937131038	0.07884326168529353	0.3410248709885345
0.6478569505430349	0.08149419765947216	0.09514850373459868	0.17550034806289422
