De novo A	De novo B	De novo C	De novo D
0.7941107193696595	0.09900586938886478	0.023890103473028494	0.08299330776844724
0.552364637316246	0.12919553421298685	0.18527884088220453	0.13316098758856262
0.5329180184156153	0.11390307291622387	0.22358203024201473	0.12959687842614606
0.5499294457203163	0.17750642295897343	0.11293436877114865	0.1596297625495617
0.8154993672326728	1.4369024050988832e-09	0.18450062890813285	2.4222920001570685e-09
0.6938821566440277	0.17161242184967632	0.03010911391114796	0.10439630759514786
0.5162184170514736	0.11753767403048936	0.25572416695577954	0.11051974196225757
0.4686235377035783	0.17315560609909192	0.19141142085711768	0.1668094353402122
0.49720157102330564	0.17361963219269433	0.20540906423035837	0.12376973255364163
0.7403449446491547	0.007297910102764111	0.2188503068528628	0.03350683839521845
0.4573980235787435	0.12814868768092755	0.27114287882345645	0.14331040991687263
0.48188497480305104	0.1464727585376723	0.2174959071992211	0.1541463594600555
0.639175477348173	0.1225185741085938	0.11957455808270953	0.11873139046052353
0.7027454742366922	0.05247553930326871	0.10202524059748332	0.1427537458625558
0.7248235428928719	0.03400152664979645	0.1877474494128168	0.05342748104451479
0.7753824709833275	0.0	0.22461752901667253	0.0
0.49273306221015123	0.15188810660142926	0.21387885541993326	0.14149997576848627
0.5854865293236435	0.08792079814542643	0.22823431451045365	0.09835835802047627
0.530275389879425	0.09134459432768212	0.21815064669935857	0.16022936909353427
0.5788885891957691	0.06943810556771383	0.27371109623819745	0.0779622089983197
0.5281161815785977	0.14068807805247346	0.17523862990483602	0.15595711046409289
0.5149575284509103	0.15946433367720972	0.17547017619388444	0.15010796167799567
0.5092048618263887	0.17212541432454115	0.14505321692947637	0.1736165069195937
0.7478580109386175	0.010019411949384875	0.229758973874568	0.012363603237429563
0.5877028241410434	0.06890181896936198	0.2580570237842613	0.08533833310533337
0.5401799411160054	0.14418501690773358	0.17924813544867058	0.13638690652759042
0.5127501263882341	0.14690688621923897	0.21219276587595726	0.12815022151656974
0.5888360258269333	0.023328248622113218	0.3289755742922251	0.05886015125872831
0.45247157396643656	0.13535438801554278	0.28202043677699695	0.13015360124102376
0.5689865895994238	0.08676363677714304	0.2774245218237333	0.06682525179969984
