SBS1	SBS2	SBS3	SBS4
3.375535135741392079e-01	6.624464864258609031e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.837534211417899299e-01	5.162465788582101256e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.831138654150503031e-01	5.168861345849495859e-01	0.000000000000000000e+00	0.000000000000000000e+00
7.913060095079237355e-01	2.086939904920762645e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.054242839436006940e-01	5.945757160563992505e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.211641348793133344e-01	6.788358651206867211e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.248478484464859095e-01	4.751521515535140905e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.905026486079866466e-01	5.094973513920133534e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.808961189513437096e-01	5.191038810486561239e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.266298026723402526e-01	3.733701973276597474e-01	0.000000000000000000e+00	0.000000000000000000e+00
3.558026846137588017e-01	6.441973153862412538e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.645274232593485708e-01	4.354725767406515402e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.840585990996572718e-01	3.159414009003426727e-01	0.000000000000000000e+00	0.000000000000000000e+00
4.430156537984085707e-01	5.569843462015915403e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.931821941054038483e-01	4.068178058945960962e-01	0.000000000000000000e+00	0.000000000000000000e+00
2.817458584471460581e-01	7.182541415528540529e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.435630781713387538e-01	4.564369218286612462e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.251518957385016062e-01	3.748481042614982828e-01	0.000000000000000000e+00	0.000000000000000000e+00
6.077875713861575768e-01	3.922124286138424232e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.018745959706091275e-01	4.981254040293909835e-01	0.000000000000000000e+00	0.000000000000000000e+00
2.959706244263761721e-01	7.040293755736238834e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.452814386276422232e-01	4.547185613723577768e-01	0.000000000000000000e+00	0.000000000000000000e+00
2.391138455265911789e-01	7.608861544734087934e-01	0.000000000000000000e+00	0.000000000000000000e+00
5.913651001119386574e-01	4.086348998880613981e-01	0.000000000000000000e+00	0.000000000000000000e+00
7.546307153906167686e-01	2.453692846093832036e-01	0.000000000000000000e+00	0.000000000000000000e+00
