SBS7d	SBS10b	SBS13	SBS17b	SBS28	SBS40b
0.252427184466019	0.153398058252427	0.190291262135922	0.215533980582524	0.188349514563107	0
0.219354838709677	0.225806451612903	0.167741935483871	0.219354838709677	0.167741935483871	0
0.198347107438017	0.152892561983471	0.214876033057851	0.216942148760331	0.216942148760331	0
0.220754716981132	0.184905660377358	0.241509433962264	0.166037735849057	0.186792452830189	0
0.176220806794055	0.208067940552017	0.197452229299363	0.167728237791932	0.250530785562633	0
0	0.283730158730159	0.226190476190476	0.222222222222222	0.267857142857143	0
0.208695652173913	0.25	0.18695652173913	0.215217391304348	0.139130434782609	0
0.206896551724138	0.194192377495463	0.161524500907441	0.174228675136116	0.263157894736842	0
0.226923076923077	0.198076923076923	0.180769230769231	0.190384615384615	0.203846153846154	0
0.208247422680412	0.280412371134021	0.181443298969072	0.329896907216495	0	0
0.251599147121535	0.125799573560768	0.198294243070362	0.215351812366738	0.208955223880597	0
0.207619047619048	0.180952380952381	0.156190476190476	0.243809523809524	0.16	0.0514285714285714
0.228515625	0.1875	0.177734375	0.189453125	0.216796875	0
0.202991452991453	0.207264957264957	0.224358974358974	0.158119658119658	0.207264957264957	0
0.207264957264957	0.179487179487179	0.22008547008547	0.173076923076923	0.22008547008547	0
0.227822580645161	0.179435483870968	0.171370967741935	0.229838709677419	0.191532258064516	0
0.203557312252964	0.221343873517787	0.193675889328063	0.209486166007905	0.171936758893281	0
0.3	0	0.225531914893617	0.197872340425532	0.276595744680851	0
0.200389105058366	0.237354085603113	0.204280155642023	0.196498054474708	0.16147859922179	0
0.189300411522634	0.199588477366255	0.238683127572016	0.226337448559671	0.146090534979424	0
0.251063829787234	0.293617021276596	0.208510638297872	0.246808510638298	0	0
0.205020920502092	0.238493723849372	0.221757322175732	0.133891213389121	0.200836820083682	0
0.212927756653992	0.161596958174905	0.211026615969582	0.173003802281369	0.241444866920152	0
0.162313432835821	0.25	0.190298507462687	0.25	0.147388059701493	0
0.198782961460446	0.16632860040568	0.21501014198783	0.184584178498986	0.235294117647059	0
0.197318007662835	0.166666666666667	0.206896551724138	0.227969348659004	0.201149425287356	0
0.174097664543524	0.229299363057325	0.165605095541401	0.197452229299363	0.233545647558386	0
0.235042735042735	0.196581196581197	0.19017094017094	0.175213675213675	0.202991452991453	0
0.180360721442886	0.148296593186373	0.196392785571142	0.212424849699399	0.2625250501002	0
0.233695652173913	0.155797101449275	0.132246376811594	0.22463768115942	0.253623188405797	0
0.183760683760684	0.188034188034188	0.192307692307692	0.200854700854701	0.235042735042735	0
0.229957805907173	0.229957805907173	0.179324894514768	0.19620253164557	0.164556962025316	0
0.170498084291188	0.18007662835249	0.218390804597701	0.222222222222222	0.208812260536398	0
0	0.298	0.26	0.196	0.246	0
0	0.255274261603376	0.244725738396624	0.265822784810127	0.234177215189873	0
0.223552894211577	0.245508982035928	0.171656686626747	0.155688622754491	0.203592814371257	0
0.222444889779559	0.188376753507014	0.208416833667335	0.236472945891784	0.144288577154309	0
0.167714884696017	0.205450733752621	0.209643605870021	0.190775681341719	0.226415094339623	0
0.16403162055336	0.207509881422925	0.195652173913043	0.201581027667984	0.231225296442688	0
0.188	0.254	0.23	0.188	0.14	0
0.254901960784314	0.176470588235294	0.192156862745098	0.186274509803922	0.190196078431373	0
0.229571984435798	0.165369649805447	0.186770428015564	0.178988326848249	0.239299610894942	0
0.184444444444444	0.186666666666667	0.193333333333333	0.197777777777778	0.237777777777778	0
0.24390243902439	0.207317073170732	0.182926829268293	0.231707317073171	0.134146341463415	0
0.21455938697318	0.195402298850575	0.206896551724138	0.174329501915709	0.208812260536398	0
0.200389105058366	0.196498054474708	0.163424124513619	0.192607003891051	0.247081712062257	0
0.185528756957328	0.187384044526902	0.228200371057514	0.230055658627087	0.168831168831169	0
0.226452905811623	0.178356713426854	0.204408817635271	0.192384769539078	0.198396793587174	0
0.200417536534447	0.221294363256785	0.204592901878914	0.233820459290188	0.139874739039666	0
0	0.295833333333333	0.272916666666667	0.202083333333333	0.229166666666667	0
0.208835341365462	0.210843373493976	0.182730923694779	0.218875502008032	0.178714859437751	0
0.211045364891519	0.16370808678501	0.21301775147929	0.222879684418146	0.189349112426035	0
0.200431034482759	0.181034482758621	0.239224137931034	0.163793103448276	0.21551724137931	0
0.231854838709677	0.201612903225806	0.1875	0.179435483870968	0.199596774193548	0
0.192164179104478	0.166044776119403	0.25	0.188432835820896	0.203358208955224	0
0.224409448818898	0.171259842519685	0.175196850393701	0.192913385826772	0.236220472440945	0
0.198380566801619	0.174089068825911	0.131578947368421	0.230769230769231	0.265182186234818	0
0.203094777562863	0.181818181818182	0.177949709864603	0.230174081237911	0.206963249516441	0
0.203285420944559	0.184804928131417	0.182751540041068	0.19917864476386	0.229979466119097	0
0.188679245283019	0.19916142557652	0.176100628930818	0.224318658280922	0.211740041928721	0
0.201550387596899	0.209302325581395	0.191860465116279	0.195736434108527	0.201550387596899	0
0.227799227799228	0.16023166023166	0.223938223938224	0.247104247104247	0.140926640926641	0
0.207364341085271	0.203488372093023	0.201550387596899	0.180232558139535	0.207364341085271	0
0.189035916824197	0.196597353497164	0.177693761814745	0.209829867674858	0.226843100189036	0
0	0.2839248434238	0.22964509394572	0.258872651356994	0.227557411273486	0
0.2375249500998	0.217564870259481	0.145708582834331	0.207584830339321	0.191616766467066	0
0.16078431372549	0.252941176470588	0.203921568627451	0.201960784313725	0.180392156862745	0
0.1931330472103	0.13519313304721	0.216738197424893	0.201716738197425	0.253218884120172	0
0.221052631578947	0.231578947368421	0.208421052631579	0.174736842105263	0.164210526315789	0
0.167014613778706	0.217118997912317	0.206680584551148	0.200417536534447	0.208768267223382	0
0.179282868525896	0.197211155378486	0.209163346613546	0.201195219123506	0.213147410358566	0
0.189134808853119	0.17907444668008	0.215291750503018	0.164989939637827	0.251509054325956	0
0.158458244111349	0.184154175588865	0.23982869379015	0.199143468950749	0.218415417558887	0
0	0.307992202729045	0.241715399610136	0.247563352826511	0.202729044834308	0
