	SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS10c	SBS10d	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS18	SBS19	SBS20	SBS21	SBS22a	SBS22b	SBS23	SBS24	SBS25	SBS26	SBS27	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40a	SBS40b	SBS40c	SBS41	SBS42	SBS44	SBS45	SBS46	SBS47	SBS50	SBS51	SBS53	SBS54	SBS56	SBS57	SBS58	SBS59	SBS84	SBS85	SBS86	SBS87	SBS88	SBS89	SBS90	SBS92	SBS93	SBS94	SBS95	SBS96	SBS97	SBS98	SBS99
Sample11	0.0	0.0	0.15755560205215594	0.0	0.23195563548096018	0.0	0.0	0.0	0.0	0.012086528692252173	0.04192900227709655	0.0	0.0	0.0	0.0	0.0	0.0	0.021712503978553913	0.0	0.0	0.0	0.01757966275924976	0.0	0.0	0.04642213032804649	0.0	0.0	0.0	0.0	0.0011767510094498254	0.0	0.0	0.01633381100610542	0.0	0.0	0.0	0.0	0.015497407536440704	0.0	0.0	0.0	0.0	0.0	0.010967563526597444	0.031232999884861647	0.0	0.0	0.19657451134346118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014287496186799538	0.014067212065959985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016725625143207208	0.0	0.0	0.005435149522712965	0.0	0.15125319399918422	0.0	0.0	0.0	0.0	0.012260275835791316
Sample12	0.0	0.0	0.1719333613767039	0.02443686747350163	0.1572137829844924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009957609097612294	0.024906822516756032	0.0	0.0	0.0	0.05577924148152675	0.0076915020741148265	0.0	0.0	0.0	0.0	0.0256895023758844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012970352672277674	0.0	0.003324439447262842	0.0	0.0	0.0	0.0	0.0	0.0	0.0030821820787580788	0.0839617963841121	0.0	0.13382934352424627	0.0	0.03476126934568394	0.0	0.0	0.0	0.0	0.013792816617730625	0.0	0.014578111416321765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136800819854081	0.0	0.08321075612965124	0.0	0.0	0.0	0.0	0.0020794231492821877
Sample13	0.0	0.0	0.0	0.0	0.10991468357940261	0.0	0.0	0.0	0.0	0.0	0.060016762994997724	0.0	0.0	0.0	0.0	0.0	0.0	0.07300489379055669	0.0	0.0	0.0	0.018517017210412993	0.01664061437620799	0.0	0.0160347959420684	0.0	0.0	0.01102621099685904	0.0	0.04451050718167797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018628899460840228	0.0	0.0	0.022959324156497263	0.0	0.0	0.0	0.10401256447713537	0.0	0.12352000668140956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008545559820402842	0.0	0.0	0.0	0.014004744219326612	0.029798549913354153	0.0	0.1382323769719415	0.0	0.13368265319950384	0.0	0.03290371322086694	0.024046121806538246	0.0	0.0
Sample14	0.0	0.0	0.3194207879450002	0.013763589398710375	0.2215220238684575	0.0	0.0	0.0	0.0	0.0	0.01323968359530366	0.0	0.0	0.0	0.0	0.0	0.022575050283880828	0.0	0.0	0.0	0.0	0.04387105797173566	0.0	0.0	0.023812086942915013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007829693202191963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036113099655260106	0.0	0.0038156087772677253	0.05507707512776342	0.0	0.02915579613972867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024789301385898212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08780953202586196	0.0	0.09720561368002477	0.0	0.0	0.0	0.0	0.0
Sample15	0.0	0.0	0.0	0.024001411320609893	0.0	0.0	0.0	0.0	0.0	0.0	0.06932172925854876	0.0	0.0	0.0	0.0	0.0	0.0	0.08056421518840831	0.0	0.0	0.0	0.06616506407643649	0.0	0.0	0.031686088256423585	0.014175502926047317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016915369908322573	0.04921888323603438	0.0	0.0	0.0	0.0	0.0	0.0	0.07192171280469944	0.05442643907702685	0.019875900070146883	0.09405382477259673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013093447062884359	0.0	0.0	0.0	0.0	0.0	0.01666923023402109	0.0	0.0	0.15445968877145463	0.0	0.18382199692487677	0.0	0.027001961478891886	0.0	0.0	0.012627534632570001
Sample16	0.0	0.0	0.07008878813267426	0.0	0.010306742138488131	0.0	0.0	0.0	0.0	0.0	0.022888514949734425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06421471384207227	0.02347071930197923	0.0	0.0	0.0	0.0	0.0	0.0	0.05558887058192473	0.0	0.0	0.044972034987312184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028400988647901315	0.042659477737542396	0.0	0.060259857213434936	0.0	0.0	0.03165520994416454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015712454006331637	0.0	0.0	0.0	0.0	0.0	0.0	0.0019599063464937443	0.0	0.0	0.049739059012011734	0.0	0.10546776697083342	0.05678727497421707	0.29243832454067803	0.0	0.0	0.024820687912629594	0.0	0.02412949854268746
Sample17	0.0	0.0	0.13751568636916095	0.03456332935987295	0.19776706307894712	0.0	0.0	0.0	0.0	0.0	0.022703325873510084	0.0	0.0	0.0	0.0	0.0	0.0	0.023721124337654678	0.0	0.0	0.0	0.01578292838100791	0.0	0.0	0.0	0.0	0.04016874075876372	0.0	0.0	0.006043044061900162	0.0	0.020889037256915613	0.0	0.0	0.0	0.0	0.034022350032624424	0.0	0.0	0.0	0.03722724891151626	0.0	0.0	0.0	0.0	0.0	0.032125432075746294	0.09646590773059856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015366734218352454	0.0	0.0	0.0	0.0	0.006863977678091816	0.0	0.0	0.0	0.0	0.016029135512738987	0.0	0.09583551414943309	0.0	0.12533015894922384	0.0	0.0	0.018398632246275092	0.0	0.0231806290176661
Sample18	0.0	0.0	0.12463742432995296	0.0	0.0317010974113511	0.0	0.0	0.0	0.0	0.01824854025789033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01926130692494037	0.0054080770142004315	0.0	0.0	0.048186479435208526	0.0	0.0	0.026222146918760965	0.0	0.0	0.0	0.0	0.0	0.0	0.02260585387082741	0.0	0.0	0.0	0.0	0.011462904048482147	0.0	0.0	0.0	0.0	0.0	0.05304556322638336	0.0	0.03403021167411705	0.029156522056019554	0.0314760693991715	0.032760218245168955	0.0	0.04578530961696705	0.0	0.011378898676327012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033910600800537996	0.0	0.0	0.0	0.001382152767235004	0.0	0.0	0.0	0.0	0.22130885080912133	0.008299111262046618	0.15610170687445818	0.0	0.03363095438083213	0.0	0.0	0.0
Sample19	0.0	0.0	0.07924712831592073	0.04636018481625568	0.07391533413977343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04460069554765275	0.04435896099528798	0.0	0.0	0.0	0.06136309791973007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023156248053552535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007160388182514406	0.0	0.0	0.0	0.0721911687342351	0.0	0.020273420680311578	0.20979395583354024	0.0	0.010661064871961865	0.0	0.0	0.0	0.0	0.019748466873750717	0.0	0.009735144673435467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010533976665232557	0.0	0.014193680657404388	0.02704378416563367	0.21790010908914803	0.0	0.0	0.0	0.0	0.007763189784658703
Sample20	0.0	0.0	0.23861389198378002	0.0	0.06980399605930211	0.0	0.0	0.0	0.0	0.0	0.032507603129590036	0.0	0.0	0.0	0.0	0.0	0.0	0.011891951183922677	0.0	0.0	0.0	0.0	0.01902311492931374	0.0	0.008065546229733237	0.03320606841596762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032685051657917054	0.0	0.0	0.0	0.0	0.0	0.014494933151814663	0.0	0.0	0.004087443469270333	0.058399577047079064	0.0	0.04071082269783247	0.0	0.0	0.0	0.0	0.052134789613866125	0.0	0.0253200124377127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2693151828685358	0.017650737664785997	0.018471555332397402	0.0	0.0	0.011193964309110238	0.0	0.04242375781806854
Sample21	0.0	0.0	0.17955952929437238	0.033314648256627465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038361845726730064	0.0016953557219363828	0.0	0.0	0.0	0.03525649860443386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005359281607154852	0.0	0.0	0.0	0.0	0.0	0.03601162481864616	0.0	0.0	0.0	0.0	0.0	0.0	0.007872619901587535	0.0	0.03836293409658909	0.0	0.0	0.17604765389189403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03960913993771338	0.01721837082633092	0.024604937151552937	0.0	0.0	0.004753245406596919	0.0	0.01473281163891913	0.0	0.006322273896975565	0.0	0.0	0.014113002328343751	0.0	0.19285015494359514	0.0	0.13877742539643992	0.0	0.0	0.0	0.0	0.0
Sample22	0.0	0.0	0.16483121514959514	0.041533935412512116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04258046041751214	0.0	0.0	0.0	0.031555827240784554	0.005055788660171274	0.0	0.0	0.0	0.0	0.0	0.0	0.051944918395428516	0.0	0.0	0.06091064494985557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21381403748359917	0.0	0.0	0.0	0.036784081444439135	0.0	0.0	0.0	0.0	0.0	0.00680743246203749	0.0	0.0	0.0	0.0	0.0	0.0	0.024713567472882655	0.0	0.0	0.0017342074548533852	0.0	0.09310067635379023	0.01854312386229032	0.10536726496026011	0.0	0.0441553076827389	0.0	0.0	0.05656751059724922
Sample23	0.0	0.0	0.08030628150668595	0.0	0.039426582387319525	0.0	0.0	0.03971499496894814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05754734027244867	0.0	0.0	0.0	0.018329880262666604	0.0	0.0	0.0027517560049199665	0.022403666506934757	0.0	0.020167903554578172	0.0	0.0	0.0	0.03147889790690514	0.0	0.0	0.0	0.028223674609825975	0.011014416047176916	0.0	0.0	0.0	0.0	0.0	0.007266657919037701	0.0	0.08855341508760087	0.0	0.03613908995547834	0.025722812179825714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029124946212242264	0.0	0.02118860206544352	0.0	0.008632615271796828	0.0	0.030375803342277467	0.0	0.0	0.22173859662017248	0.0115698165080132	0.16832225080970187	0.0	0.0	0.0	0.0	0.0
Sample24	0.0	0.0	0.12673292756024981	0.023923231055808906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05798356106042267	0.0	0.0	0.0	0.04513336228443045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10724589935068282	0.00848514356477843	0.0	0.0	0.0	0.0	0.02458498455866123	0.0	0.0	0.030148118218073724	0.0	0.0	0.0	0.0	0.08208325109220226	0.0	0.19462065372914542	0.0	0.0064802154093754755	0.0	0.0	0.0	0.0	0.017410757573497068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023949473090826044	0.0	0.006220836746254827	0.0	0.03265200763996366	0.0	0.0	0.0	0.0	0.12182467689362773	0.0	0.03170286427808502	0.02938347130753382	0.0	0.029434564586380635
Sample25	0.0	0.0	0.0	0.0	0.22820691310682759	0.0	0.0	0.0	0.0	0.0	0.05413148106702142	0.0	0.0	0.0	0.0	0.0	0.01306078022292849	0.0	0.011797962927401841	0.0	0.0	0.09129489727017731	0.0	0.0	0.031173705259791316	0.01031188711797873	0.0	0.0	0.0	0.010805380953303035	0.022571855591271117	0.0	0.043808844205926394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029583733931577667	0.0	0.0	0.0	0.0371385784231829	0.01285642858009167	0.002599187172571171	0.14380648379444055	0.0	0.016892777352934787	0.0	0.031367678730892315	0.0	0.0	0.009833282727213314	0.0	0.0	0.0050753394809916474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042222786149238654	0.0	0.015979299160015722	0.0	0.12492781950687486	0.0	0.0	0.0	0.0	0.010552897267347486
Sample26	0.0	0.0	0.08876937476530736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058085868751798136	0.0	0.0	0.0	0.01214102977719399	0.0	0.0	0.05875466472478008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017791729198189526	0.0	0.0	0.0	0.0	0.012280815995247274	0.010936641653002427	0.0	0.0	0.0	0.0	0.0	0.054991309436462785	0.043648966133643746	0.07955659677380801	0.0	0.0	0.03540814505691096	0.0	0.0	0.05139516152573557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01881173891485652	0.0	0.0	0.0	0.0	0.0	0.0	0.10018375447450883	0.0	0.1170780386582821	0.0	0.24016616416027273	0.0	0.0	0.0	0.0	0.0
Sample27	0.0	0.0	0.026185707983388765	0.00964714990255815	0.2221508440412535	0.0	0.0	0.0	0.0	0.0	0.045261508097395334	0.0	0.0	0.0	0.0	0.0	0.03343492155031771	0.0	0.012277048173404477	0.0	0.0	0.0	0.0	0.0	0.0	0.014659142278217154	0.0	0.0	0.0	0.0	0.0	0.0	0.031091856908434797	0.0	0.0	0.0	0.049196206344009674	0.0	0.0	0.0	0.0	0.0	0.05040385940963192	0.0184281782826681	0.06237200299895168	0.0	0.0	0.0	0.0	0.0	0.0	0.007076040761985921	0.0	0.0	0.0	0.0	0.0	0.019334477212601172	0.0	0.0	0.0	0.0	0.008058006448372663	0.0	0.0	0.0	0.04401634713747973	0.03828394464799819	0.0	0.08648186069594037	0.0	0.17964196923090334	0.0	0.0419989278944875	0.0	0.0	0.0
Sample28	0.0	0.0	0.07333686666594717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06858176066593452	0.0	0.0	0.0	0.0	0.0	0.018521802732947328	0.0	0.0	0.0	0.0	0.02784315020798973	0.0	0.0	0.0	0.0	0.03180771604585851	0.00921089287874499	0.0	0.0260061209492877	0.026100478382296347	0.02808372776141244	0.03013134925553116	0.0	0.0	0.0	0.0	0.00808579405258731	0.0	0.0	0.0	0.0	0.0	0.0	0.05839802528642596	0.0	0.02200240533003118	0.13877439298492641	0.0	0.005428685765204988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035840400668621264	0.0	0.03132308611286334	0.0	0.0	0.0	0.0	0.007935580911932567	0.0	0.0	0.0	0.0	0.08290703284347062	0.0	0.2578909518389355	0.0	0.0	0.011789778659051077	0.0	0.0
Sample29	0.0	0.0	0.05114036261238748	0.0	0.20999757871995417	0.0	0.0	0.0	0.0	0.0	0.09684264392372657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01439350670566243	0.0	0.0	0.009367586070500268	0.0	0.0	0.02033435776486268	0.038343502390550135	0.0	0.005861129059983848	0.0	0.02726640240075023	0.0	0.0	0.04012598428295708	0.0	0.0	0.0	0.010034230023303012	0.008274905243881716	0.0	0.0	0.0	0.0	0.0318376569722371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019358679271066027	0.03177887044988282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014683293055527522	0.02156818652082077	0.0	0.19993406094921315	0.0	0.10245509047079171	0.0	0.0464019731119412	0.0	0.0	0.0
Sample30	0.0	0.0	0.12190744886641751	0.0	0.24497080429482498	0.0	0.0	0.0	0.0	0.0	0.06798431445117108	0.0	0.0	0.0	0.0	0.0	0.0	0.035423536651208856	0.0	0.0	0.0	0.028426684490620132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01053538965922261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054424626074744215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038218312634175806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011838407988919344	0.0	0.22653595876776791	0.014270191434511508	0.13470667409761175	0.0	0.0	0.0031220126000137283	0.0	0.042032119359548835
Sample31	0.0	0.0	0.21605860000283716	0.0	0.1361964260480519	0.0	0.0	0.0	0.0	0.0	0.11792938202032915	0.0	0.0	0.0	0.0	0.0	0.0	0.02956434119210054	0.0	0.0	0.0	0.06891839698413642	0.01004812750434908	0.0	0.09359442685887374	0.031706004184859034	0.0	0.0	0.0	0.005069777103793329	0.0	0.0	0.01603108590835342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00846618679103869	0.0	0.0	0.0	0.010143636861761632	0.0	0.0	0.0	0.011807696622398752	0.0	0.0	0.0	0.0	0.0	0.024863581447667385	0.0	0.0	0.0	0.0	0.0	0.0	0.03984913306171903	0.0	0.0	0.0	0.0	0.09930164207349132	0.0	0.07991660414407924	0.0	0.0	0.0	0.0	0.0005349511901601359
Sample32	0.0	0.0	0.15635794702369663	0.0024308674463519612	0.06493133245261191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014690806203688426	0.0	0.0	0.0	0.032059229766825105	0.0	0.0	0.009124386150258205	0.0	0.0	0.0	0.0	0.012047419101906454	0.0	0.0	0.04928392382233799	0.0	0.0	0.0	0.033662997305709604	0.0	0.0	0.0	0.006569454997088445	0.0	0.027077212155089007	0.0	0.0	0.0	0.0	0.13660955688810753	0.0	0.0	0.0	0.0	0.005535508370349826	0.0	0.0	0.0	0.0	0.006284321304638249	0.0	0.0	0.0	0.0	0.0	0.0	0.017310686490998733	0.0	0.0	0.03699601439817413	0.0	0.09850516788425223	0.0	0.23569684831222842	0.0	0.019360016137543838	0.035466303788143146	0.0	0.0
