	SBS2	SBS3	SBS4	SBS5	SBS7a	SBS7b	SBS7c	SBS8	SBS9	SBS11	SBS12	SBS16	SBS19	SBS20	SBS23	SBS24	SBS25	SBS26	SBS29	SBS31	SBS32	SBS35	SBS37	SBS38	SBS39	SBS40a	SBS40b	SBS40c	SBS41	SBS42	SBS44	SBS45	SBS46	SBS50	SBS53	SBS58	SBS84	SBS87	SBS89	SBS92	SBS93	SBS94	SBS95	SBS96	SBS97	SBS98	SBS99
Sample11	0.0	0.1123558364484103	0.0	0.10165035761089293	0.0	0.0	0.0	0.020791394618611493	0.0	0.0	0.0	0.17569573948212563	0.0	0.0	0.0	0.0	0.029619194142904284	0.01470657183659134	0.0	0.0	0.0	0.0	0.0	0.0	0.07856802795322972	0.0	0.024229209673730722	0.059071930119776336	0.0	0.0	0.0	0.0	0.054999887137940136	0.0	0.0	0.030098505851657912	0.0	0.0	0.01746515325989935	0.10890254657549574	0.0	0.15372470066110916	0.0	0.0	0.0	0.0	0.01812094462762502
Sample12	0.0	0.032541472433251506	0.0	0.012076903340839695	0.0	0.0	0.02730125199214929	0.0	0.0	0.0	0.0106991121962446	0.021025001288146994	0.0	0.0	0.0	0.0	0.12451256216492868	0.0	0.0	0.0	0.0	0.04631416887917429	0.0	0.0	0.08854731604404398	0.0	0.0	0.06430695871466266	0.0	0.0	0.041055922581798854	0.0	0.04344944301062705	0.0	0.054857663410275426	0.04953516987510883	0.07053107597899573	0.02524802677979129	0.00673866153928141	0.11823774061868464	0.044280429619371973	0.07332358668038907	0.0	0.0	0.0	0.0	0.045417532852234085
Sample13	0.0	0.06134353501585516	0.033169096895688574	0.09044916568845954	0.0	0.0	0.03391068789889943	0.0	0.03291688352574417	0.0	0.0	0.04040917502636299	0.0	0.0	0.0	0.0	0.038736179011506125	0.05010883979428136	0.0	0.0	0.0	0.027768108331643917	0.0	0.0	0.08393865855620443	0.0	0.0023914885896134663	0.0893767124922786	0.0	0.0	0.0	0.029739750695896218	0.0	0.0	0.0	0.03534398456054875	0.0	0.0	0.06941043202841801	0.10345223959271316	0.0	0.10917735569636686	0.0	0.0	0.06347031627344413	0.0	0.004887390326075127
Sample14	0.0	0.09567455827966335	0.0	0.05746217874843054	0.0	0.0	0.0074798615196255604	0.10790213270091123	0.0	0.06842055701275282	0.0	0.01301735346455963	0.0	0.0	0.0	0.0	0.0	0.07665830385192679	0.0	0.0	0.0348560494208522	0.0	0.056484252973012856	0.0	0.07244498056715415	0.0	0.03268573420957032	0.05168334749463468	0.0	0.0	0.0	0.0	0.01230743554759421	0.0	0.0	0.0	0.0	0.0	0.01430424671541491	0.10023121981594985	0.032640980053962765	0.124575569132369	0.0	0.0	0.0411712384916152	0.0	0.0
Sample15	0.0	0.05903871751239235	0.0	0.05816041401853647	0.0	0.0	0.0	0.0	0.0	0.0	0.0011660929272579005	0.10856075174712224	0.0	0.0	0.0	0.0	0.04641290202689187	0.03836350325129625	0.0	0.0	0.11032458801396479	0.0	0.0	0.0	0.08168721132200883	0.0	0.0	0.09303303938281016	0.0	0.0	0.0	0.0	0.041853799103355106	0.0	0.0	0.0	0.0	0.0	0.024320197883755636	0.12647275072622666	0.0	0.1716794506057799	0.0	0.00796049899340311	0.0	0.0	0.030966082485198842
Sample16	0.0	0.07177091646145382	0.058652125229303465	0.05601265948861823	0.0	0.0	0.0	0.07299378712490184	0.0	0.0	0.029259194390193394	0.07726481314501298	0.0	0.0	0.0	0.0	0.054769641576398145	0.0	0.0	0.0	0.0	0.03195563700019217	0.0	0.0	0.0632587175060814	0.0	0.009460361126296269	0.09205872661041635	0.0	0.0	0.0940633429978026	0.0	0.020835066084553103	0.0	0.0	0.0	0.0	0.0	0.0	0.056693060891001186	0.04396170035341558	0.049297237504122356	0.0	0.061918229652862464	0.055774782857374805	0.0	0.0
Sample17	0.0	0.038661265985844795	0.025587087746214737	0.1026705822532876	0.0	0.0	0.0	0.021800321219428206	0.0	0.0	0.006396777147830977	0.0946626976197035	0.0	0.0	0.0	0.0	0.0	0.0	0.03621268076020095	0.0	0.0	0.03454406852499788	0.0	0.0	0.042193227527384546	0.0846980268263435	0.0	0.14333210884171224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031144614245773385	0.0	0.15421996703301247	0.0	0.11840109154025598	0.0	0.06547548272800942	0.0	0.0	0.0
Sample18	0.0	0.0517998753487926	0.0	0.06155053697622602	0.0	0.0	0.052711663173321335	0.0	0.0	0.0	0.0	0.03583890418263462	0.0	0.0	0.0	0.0	0.0628655523466817	0.013992135089785158	0.0	0.0	0.0	0.0	0.0	0.0	0.03092586474890692	0.05515430412658267	0.07127780178659218	0.1244199807513833	0.02424153057952228	0.0	0.0	0.02759524339498714	0.0	0.0	0.0	0.0	0.06419185510448819	0.0	0.04328955647110063	0.13095859841108595	0.0	0.08366509329289498	0.06552150421501443	0.0	0.0	0.0	0.0
Sample19	0.0	0.09983405776888091	0.0	0.04915194480683207	0.0	0.0	0.0	0.048283010192849925	0.0	0.0	0.020136291094729697	0.037272805557550207	0.0	0.0	0.0	0.0	0.0	0.026501248446820048	0.0	0.06826612399091242	0.0	0.014333817557153919	0.0	0.0	0.03825317328248469	0.0	0.03212391943539653	0.12246056775851735	0.0	0.0	0.0	0.005180703358860038	0.0	0.04108670910715912	0.03879821666884176	0.0	0.0	0.038753543058019944	0.06015285570466714	0.0913099309701319	0.0	0.12003094083484742	0.03553868256373837	0.0	0.0	0.0	0.012531457841606392
Sample20	0.0	0.07053437089348169	0.0	0.06302079946759293	0.0	0.0	0.0	0.05921690609832153	0.0	0.0	0.009581816368633124	0.12983102079079523	0.06786244540160115	0.0	0.0	0.0	0.04921228396023264	0.006751614597955083	0.0	0.0	0.027898357711516244	0.0	0.0	0.0	0.0	0.05741640541591849	0.05429337575670545	0.056691034936892544	0.0	0.0	0.06939761264572013	0.0	0.059148444402099244	0.0	0.0	0.0497499928391954	0.0	0.0	0.0	0.06521969304012827	0.0	0.10417382567321064	0.0	0.0	0.0	0.0	0.0
Sample21	0.0	0.09623758327304233	0.05829656275192958	0.0	0.0	0.0	0.0	0.049076949849397006	0.0	0.0	0.00928059667401937	0.04458571396689618	0.0	0.0	0.0	0.0	0.08727135300407057	0.011361358922851164	0.0	0.0	0.0	0.0	0.0	0.0	0.039375945427363064	0.0	0.0	0.0862621706485235	0.0	0.0	0.10550542271117908	0.0	0.0	0.0	0.0	0.04681043669982123	0.0	0.0	0.08104208959710134	0.16131971305632364	0.05025122626455082	0.0	0.0	0.0	0.05315605299059591	0.0	0.020166824162335183
Sample22	0.0	0.11986332812155434	0.0	0.1262397451262096	0.0	0.0	0.0	0.0	0.0	0.0	9.19416077852276e-05	0.008661136281252157	0.0	0.0	0.0	0.0	0.01806457264634026	0.023236387109865458	0.0	0.0	0.0	0.0	0.0	0.05404414220327789	0.08456272106370914	0.0	0.05969700194286996	0.20379659385780097	0.0	0.0	0.0	0.0	0.0	0.0	0.03541538486519801	0.0	0.0	0.0	0.03239547764033639	0.15332299568091803	0.0	0.0	0.0	0.05947062934530664	0.0	0.0	0.021137942507575818
Sample23	0.0	0.08497121686125751	0.0	0.10323035760936358	0.0	0.0	0.0	0.027187854901165806	0.0	0.0	0.0421126039988029	0.05854618338387156	0.0	0.0	0.0	0.0	0.04169020791722316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02732806298974468	0.0	0.02543256858117409	0.1263110059026984	0.013522845809373813	0.0	0.05596304956815967	0.0	0.0	0.0	0.0	0.0	0.0	0.03529196531878583	0.07856945110121916	0.08856173281452198	0.0	0.15676061464857724	0.0	0.034520278594060566	0.0	0.0	0.0
Sample24	0.0	0.10946154284880497	0.11650518028905198	0.062377050062629884	0.0	0.0	0.0	0.018167638772333444	0.0	0.0	0.0	0.07720486275309062	0.0	0.0	0.0	0.0	0.006969411454368473	0.0	0.0	0.0	0.08876850790763413	0.0	0.0	0.0	0.1176168335790593	0.0310291113540952	0.0853189736140322	0.0841548156402825	0.035868045717880985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035343071946011245	0.0	0.0	0.09424290716005519	0.0	0.0	0.0	0.03697204690066992	0.0	0.0	0.0
Sample25	0.0	0.01104416088442569	0.0187274698723794	0.013938764113217988	0.0	0.0	0.0	0.013878955888481941	0.0	0.0	0.02436864385960037	0.02681383211145347	0.0	0.0	0.0	0.0	0.0	0.09696343224423631	0.0	0.0	0.08949957236911131	0.09344193162995276	0.0	0.0	0.05292846817359801	0.08760167074634549	0.016112238314281557	0.06874998608756852	0.050929800176272834	0.049628121999300355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017032459003129465	0.028745213596111124	0.12765074342945892	0.049255777238270036	0.0	0.06268875826280441	0.0	0.0
Sample26	0.0	0.08843081480520192	0.0	0.025037867482970377	0.0	0.0	0.0	0.026685892671477182	0.0	0.0	0.0	0.05699758386515834	0.0	0.0	0.0	0.0	0.0	0.07804712197805877	0.0	0.0	0.08683486950727212	0.0	0.0	0.0	0.062074822829183515	0.0	0.09632918630362292	0.07802716470844519	0.0	0.0	0.04011254044383676	0.0	0.0	0.03871343076223599	0.043196923423558485	0.005689490311598034	0.017391700462813596	0.0	0.042776690951582104	0.11657057650500431	0.0	0.09708332298798059	0.0	0.0	0.0	0.0	0.0
Sample27	0.0	0.055946591870537285	0.021154861993756144	0.09592807336521751	0.0	0.0	0.0	0.019751262409802826	0.0	0.0	0.0	0.07121876737262149	0.0	0.0	0.0	0.03559676325803579	0.0	0.0	0.013982984384936822	0.0	0.0	0.0	0.0	0.0	0.10660948087851808	0.08578971793109139	0.026994000251468246	0.1388238055679327	0.0	0.0	0.05832177787768992	0.0	0.020471071540934867	0.0	0.0446745566601743	0.0	0.0	0.0	0.0	0.09631727463996138	0.0	0.058001184087316436	0.0	0.05041782591000487	0.0	0.0	0.0
Sample28	0.0	0.12433832461839402	0.0	0.07419001339865143	0.0	0.0	0.0	0.08048446668010452	0.0	0.0	0.04776521206147968	0.0887297637185681	0.0	0.0	0.0	0.0	0.048365250875369525	0.030997356505327617	0.0	0.11433885746136306	0.0	0.0	0.0	0.0	0.08877384083433987	0.0	0.0	0.1140165672698628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011921344778018131	0.06840995827417437	0.0	0.0	0.0	0.07639372118789518	0.0	0.0	0.03127532233645169
Sample29	0.0	0.072483112536322	0.0	0.09463437803588244	0.0	0.0	0.006397431745599912	0.06706741871753535	0.0	0.0	0.0	0.07935759482348215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05873706765453021	0.0	0.0324902649954352	0.0	0.0	0.01562832366373234	0.0	0.03294416935512015	0.13179538034508262	0.03421517488636477	0.0	0.0	0.0	0.08321197920510087	0.0	0.0	0.0	0.0	0.0	0.06368146453541612	0.09984685910344956	0.0	0.10133560422988092	0.0	0.0	0.0	0.0	0.026173776167065513
Sample30	0.0	0.05245901322883609	0.08492910376774271	0.06509626829675881	0.0	0.0	0.0	0.024897991628133376	0.0	0.0	0.0	0.01077943133652948	0.0	0.025378461909032774	0.0	0.0	0.0019447413628569598	0.06930948742782371	0.009697026187603796	0.131218811478261	0.0	0.0	0.0	0.0	0.07617238651428321	0.0	0.0	0.11328217548532181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16217634255186128	0.0	0.17068296959098642	0.0019757892339687805	0.0	0.0	0.0	0.0
Sample31	0.0	0.06444713351220129	0.0	0.053926437431108275	0.0	0.0	0.034884900488364526	0.0	0.0	0.0	0.07658841419161141	0.045565660812624656	0.0	0.0	0.0	0.0	0.047467145517069355	0.0	0.0	0.039545185904242164	0.09163865548790945	0.13797316919526895	0.0	0.0	0.08150572771891264	0.0	0.0	0.10556080872147415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007643617908495922	0.0784703380444396	0.0	0.11833345870721038	0.0	0.0	0.0	0.0	0.01644934635906719
Sample32	0.0	0.04426813891135619	0.0	0.015298468855108605	0.0	0.0	0.0	0.0	0.012507616494215158	0.0	0.0	0.2034908543973161	0.0	0.03341838539668243	0.0	0.0	0.0	0.05068755794728099	0.0	0.0	0.0	0.0	0.0	0.03645915450259574	0.02259795463016835	0.0	0.016228035692845935	0.07569279105902874	0.03895353680780197	0.12810458747240056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029279772145380658	0.04244858009997768	0.03967776118536541	0.0	0.09730502369890018	0.0	0.0	0.07051840855309412	0.021564451968259634	0.021498920182221524
Sample33	0.0	0.13586766049120635	0.0	0.04374611758734298	0.0	0.0	0.0	0.05699499727563754	0.0	0.0	0.05566621525170111	0.06998346606390607	0.0	0.0	0.0	0.0	0.0	0.025486177792563087	0.0	0.09720515433157895	0.0	0.057368584808418464	0.0	0.0	0.03881788758874312	0.0	0.02947820081607607	0.05735279934790377	0.0	0.0	0.07344194081630606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0942629185146729	0.0	0.15525567342007476	0.0	0.009072205893868607	0.0	0.0	0.0
Sample34	0.0	0.0692907871146625	0.0	0.134677630849535	0.0	0.0	0.01641367663909954	0.054332384850768606	0.0	0.0	0.024947350774990204	0.07067812809848223	0.0	0.0	0.0	0.0	0.0	0.04402166745957348	0.0	0.0	0.0	0.0	0.0	0.0	0.023533182693438452	0.0	0.0	0.12541830822658892	0.0	0.0	0.0	0.0	0.025559072480097835	0.0	0.0	0.0	0.0	0.0	0.0	0.09910095853511584	0.0	0.17835952285811416	0.0	0.06337892504308415	0.0	0.0	0.07028840437644929
Sample35	0.0	0.05285194731561796	0.0	0.06875410345615915	0.0	0.0	0.0	0.040435727062415674	0.0	0.0	0.025902877250973975	0.08878145816991924	0.05732919043658459	0.0	0.06672120360283808	0.08021841338757663	0.0	0.00284573019780055	0.0	0.024838646441638225	0.0	0.007780521511699904	0.0	0.0	0.057012937143951205	0.0	0.03156959886669796	0.0361668998077025	0.0	0.0	0.0	0.0	0.06090889495331995	0.0	0.0	0.0	0.005182617657070807	0.0	0.0	0.05204367233390671	0.0	0.14144148491134872	0.0	0.08773195412977242	0.0	0.0	0.011482121363005582
Sample36	0.0	0.05653999597036851	0.007930237538450244	0.08229386240900015	0.0	0.0	0.04208282702192199	0.05120708692139009	0.0	0.0	0.016249537638166917	0.08962968133637378	0.0	0.023719788700958457	0.0	0.0	0.0	0.04297653863546121	0.0	0.0	0.09460574908666528	0.0	0.0	0.0	0.03142451814444493	0.09754857413055097	0.010978021257291679	0.0996022221797698	0.0	0.0	0.014000749017913853	0.04533203156057857	0.0	0.0	0.04427801868489027	0.0	0.0	0.0	0.0	0.09431213819062856	0.0	0.029247656169785557	0.0	0.008617573362808049	0.0	0.0	0.01742319204258105
Sample37	0.0	0.018277614830930943	0.034888570645279206	0.08600485948750586	0.0	0.0	0.0	0.02777721170554365	0.0	0.0	0.011332258631883273	0.07770233771613737	0.0	0.0	0.0	0.06533782127610757	0.06362823119753394	0.0	0.0	0.07700590160386993	0.0	0.04167831206981488	0.0	0.0	0.06910441677547842	0.0	0.016256235036251624	0.08033776459947041	0.028047779084925145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026036720988179607	0.10459435927851676	0.02187196866633174	0.05866999932294397	0.0	0.044781031934438505	0.0	0.0	0.04666660514885706
Sample38	0.0	0.10839917382962791	0.0201094402644879	0.059014112198898606	0.0	0.0	0.0	0.0	0.0	0.0	0.019349616680572574	0.0	0.0	0.0	0.0	0.0	0.024388218757000008	0.023815125224284667	0.0	0.0	0.0	0.0	0.0	0.0	0.06096556153030813	0.10337965404760928	0.01786888115715439	0.05627936001596082	0.03447412572569815	0.0	0.06973769591780611	0.04197296660390331	0.04967029991664351	0.0	0.0	0.05630074179574267	0.0	0.02307761365305852	0.017631362057846215	0.06284415211394669	0.0	0.06544979049399767	0.0	0.0	0.08527210801545265	0.0	0.0
Sample39	0.0	0.0105466079795077	0.01931326067085943	0.04197377734503448	0.0	0.0	0.0	0.005368158397212037	0.0	0.0	0.026712338815962015	0.06414776136079516	0.0	0.0	0.0	0.0	0.04465293508812037	0.0	0.06384716744917479	0.04516937264383271	0.04893712897310476	0.0	0.0	0.0	0.10067470845726288	0.048999473915727426	0.0	0.07597891208101173	0.0	0.017190971892735926	0.034557723636393464	0.0	0.0	0.0	0.0	0.008698874328796749	0.0	0.0	0.0	0.13313433504308167	0.0	0.17796150167950894	0.00041951356157678653	0.0	0.0317154766803008	0.0	0.0
Sample40	0.0	0.13582625824664432	0.0	0.15108242834600474	0.0	0.0	0.0	0.06078896549070396	0.0	0.0	0.0438589459946905	0.05161839792714448	0.0	0.0	0.0	0.0	0.004476736026109755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04681404081609598	0.15573217417821453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07114722111761267	0.12739770131789507	0.0	0.0	0.0	0.07367837779929383	0.0	0.0	0.07757875273959021
Sample41	0.0	0.11001724127440791	0.0	0.08374496794492783	0.0	0.0	0.01436369386643803	0.028364395971376882	0.0	0.0	0.0	0.04150050200431736	0.0	0.0	0.0	0.0	0.08743394316282856	0.018885853977618276	0.0	0.0	0.0	0.0	0.0	0.0023263524876746644	0.09027557133078523	0.0	0.05761965093782502	0.11464743336651179	0.0	0.0	0.0	0.0	0.0	0.0	0.09782825018229717	0.0	0.0	0.0	0.0	0.09332522016159199	0.0	0.12842829547558704	0.0	0.00264792994655931	0.0	0.0	0.02859069790925291
Sample42	0.0	0.05574583383747195	0.0968333493884939	0.07816486264989551	0.0	0.0	0.0	0.027822276815650145	0.0	0.0	0.02273963983329187	0.05005989800862055	0.0	0.0	0.0	0.0	0.0	0.06093422640251032	0.0	0.0	0.0	0.05241284395027311	0.0	0.0	0.0	0.08463133795493043	0.0	0.07606356026853292	0.02727685516565091	0.0	0.0	0.0	0.0	0.033727390785995646	0.0	0.0352423072991334	0.0	0.0	0.05778522853538465	0.15119879480220028	0.050357794094926606	0.0	0.0	0.0	0.0	0.0	0.0390038002070378
Sample43	0.0	0.05566878807921772	0.007185213231700776	0.07101752225740847	0.0	0.0	0.01919864377724466	0.05037087763188147	0.0	0.0	0.0	0.14350120114768222	0.0	0.0	0.0	0.0	0.06910250767410861	0.005061952368486374	0.0	0.0	0.0	0.0	0.0	0.0	0.037145770128268106	0.0	0.025613615554948666	0.04250256919608278	0.0	0.0	0.06182368294243155	0.0	0.0	0.0	0.0	0.0	0.047248161084368336	0.0	0.02673620959463438	0.09961078636556539	0.0	0.2013416999417955	0.0	0.01050314260905637	0.0	0.0	0.026367656415118557
Sample44	0.0	0.07582566175497663	0.0	0.05561115204548908	0.0	0.0	0.0	0.03838845359830163	0.0	0.0	0.026114607450232714	0.13746644900157565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05221692700367822	0.024759975697772184	0.0	0.03582615571733962	0.0	0.0	0.10633157907490566	0.0	0.0	0.0	0.0	0.0	0.0	0.02742674325473941	0.02001514562185964	0.0	0.0	0.07553215756082715	0.16127215955690194	0.009882280086424755	0.14566927961248438	0.0	0.0	0.0	0.0	0.007661272962491384
Sample45	0.0	0.0648483868239883	0.0	0.10748889290875718	0.0	0.0	0.0	0.04685325209013603	0.0	0.0	0.0	0.03267024948214828	0.0	0.0	0.0	0.0	0.08951645458316514	0.03006940325307466	0.0	0.0	0.04853541800000047	0.0	0.0	0.0	0.10805512676026213	0.05853472185554479	0.010903606047892355	0.0937720565450094	0.0	0.09991063686742405	0.0	0.0	0.03993113377008831	0.0	0.0	0.0	0.0	0.0	0.018633049282297705	0.010122902151766578	0.0	0.0	0.0	0.05170533141630737	0.04145551766154428	0.0	0.04699386050059282
Sample46	0.0	0.02001241822499037	0.0	0.07979440018755574	0.0	0.0	0.036671630416594464	0.11165647418125747	0.0	0.0	0.033882276794533546	0.02842712425313483	0.0	0.0	0.0	0.0	0.021463350720097217	0.04248626842553668	0.0	0.07905230156357702	0.0	0.0	0.0	0.0	0.1405361492641721	0.11435436154934708	0.038855923600367145	0.057882895263322215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09482535169179016	0.0020369078064495223	0.09806216605727455	0.0	0.0	0.0	0.0	0.0
Sample47	0.0	0.10730290046246953	0.0	0.05481167913585644	0.0	0.0	0.04542483035203948	0.0013092495105463898	0.0	0.0	0.0	0.020474111934116364	0.0	0.0	0.0	0.0	0.0	0.02459319209153891	0.0721051260659818	0.0	0.0	0.0	0.0	0.0	0.056575807245640486	0.0	0.0	0.09268086482482658	0.0	0.0	0.0	0.0	0.06621471342175281	0.0	0.0	0.11628765441157586	0.0	0.0	0.012614079388510132	0.03911353924410921	0.0	0.1385860421260795	0.0	0.026267354910028535	0.04679216634405493	0.0	0.07884668853087302
Sample48	0.0	0.053545921504747705	0.0	0.07076185144220731	0.0	0.0	0.04256800339869961	0.046403754101012204	0.0	0.0	0.06337112051659671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03546910813942777	0.0	0.007039540829843333	0.0	0.05084627625673273	0.11948944124581637	0.0	0.0	0.04957144780971439	0.03146511888515221	0.0035274115076507177	0.0	0.028706427285935726	0.0	0.0	0.0	0.03367899460522021	0.1574970251780841	0.0	0.11804103575151358	0.0	0.04960157692405568	0.0	0.0	0.03841594461758966
