	SBS3	SBS5	SBS40c	SBS92	SBS94
Sample38	0.2044607855767501	0.2704462455232087	0.14427172228813798	0.1784321644372351	0.20238908217466803
Sample39	0.07483267823961103	0.15437367320742615	0.14338727413833002	0.2920911175700226	0.3353152568446101
Sample40	0.24554719791531043	0.2957645421771584	0.24891362568543765	0.09837226206863564	0.11140237215345788
Sample41	0.30587149130223795	0.1625851448625064	0.15912029239268874	0.12230478411897852	0.2501182873235883
Sample42	0.22541491897104293	0.16981986809742738	0.1359097944652962	0.3128242757507631	0.15603114271547044
Sample43	0.18628770012422086	0.2857313943739434	0.0494726015155676	0.19619129422333217	0.28231700976293583
Sample44	0.24000107446064609	0.07209302099318458	0.1501734840849497	0.3159291217850936	0.221803298676126
Sample45	0.2066856251806594	0.3847329078517289	0.26968221362989997	0.0	0.13889925333771178
Sample46	0.23123699146497192	0.19443719419053523	0.23190984193449218	0.15573846033023236	0.18667751207976838
Sample47	0.26863620191614584	0.20949417323978678	0.23729918332251157	0.08991890363896558	0.19465153788259032
Sample48	0.15922457459110612	0.08700753950456899	0.3442289763567921	0.18116911916801245	0.22836979037952027
Sample49	0.14145984929581476	0.3126576862771176	0.2293692933788813	0.16615861941822993	0.15035455162995648
Sample50	0.0	0.22140345028116126	0.29470715708273243	0.09774720134021846	0.38614219129588795
Sample51	0.38993241323275996	0.025017472184118185	0.2232314405433843	0.2378093738918522	0.12400930014788532
Sample52	0.16188865852662163	0.15299617313326955	0.42293780773664275	0.16316289255318997	0.09901446805027597
Sample53	0.126512653241402	0.22241700998424485	0.09979435871327162	0.16605936757600437	0.3852166104850771
Sample54	0.08482433746178722	0.44277782170629454	0.11180341882660619	0.1559200105176606	0.20467441148765142
Sample55	0.24492107332401222	0.11229560929803378	0.14246398025169177	0.25696963491622804	0.24334970221003419
Sample56	0.21359100832280198	0.3013423110579901	0.24048762595284287	0.07385213655440631	0.1707269181119587
Sample57	0.07707441302561396	0.28854136300651295	0.25076589187003007	0.14864359697048146	0.2349747351273616
Sample58	0.1328442000648426	0.4617036696037544	0.1344726325850065	0.07053260176757221	0.20044689597882423
Sample59	0.20193766659107162	0.14600807888655232	0.20420668919554852	0.18720677888933043	0.26064078643749705
Sample60	0.13917653395311108	0.3366989149239395	0.047224329294717725	0.24125058224676743	0.23564963958146434
Sample61	0.21661874673864578	0.2764681055146642	0.1697190862522368	0.274410097587206	0.06278396390724714
Sample62	0.26951304380520774	0.2905621371560553	0.15987719186407012	0.12893442637694308	0.1511132007977237
Sample63	0.1452172248576709	0.3871182119087757	0.012497387301181263	0.26143496944517536	0.1937322064871967
Sample64	0.4172204326716069	0.04624876630820044	0.06494217802188634	0.2657473944999809	0.20584122849832548
Sample65	0.17945100266828742	0.09872710747920001	0.34911161632821747	0.09939463272183825	0.2733156408024569
Sample66	0.34706702530692723	0.07708067915759008	0.20126098595802444	0.1781109169657264	0.19648039261173175
Sample67	0.14469984299096866	0.4397717064711584	0.12970991442972984	0.10326791762772472	0.1825506184804183
Sample68	0.21626844499808343	0.2515487135667063	0.2728535763545445	0.08205013467131926	0.17727913040934662
Sample69	0.25924748621740545	0.14346108787883322	0.1515017983587207	0.23239296651378002	0.21339666103126056
Sample70	0.2453830190005676	0.1636027411943117	0.2503892796911168	0.18560737201711225	0.15501758809689162
Sample71	0.16608267950468622	0.03961331006096873	0.3516000073951923	0.2100010437796149	0.23270295925953788
Sample72	0.3315276830729285	0.0	0.14003996871562716	0.30316694749940476	0.2252654007120395
Sample73	0.32010610242062143	0.22730577654758788	0.02461609839179174	0.2287208210766477	0.1992512015633513
Sample74	0.045122182714657115	0.28446499004969866	0.247765779995152	0.15068434148391696	0.2719627057565753
Sample75	0.1495889378511792	0.21592560935919983	0.23337186958189537	0.19685771933506033	0.20425586387266526
Sample76	0.25672792455902005	0.08864184789299273	0.2559940749560882	0.27579624372047024	0.12283990887142875
Sample77	0.29496302166542926	0.19437387593518393	0.07570695800616954	0.22138520396363576	0.2135709404295816
Sample78	0.3094623294580622	0.2228147198791793	0.0	0.2659620317837367	0.20176091887902187
Sample79	0.11714439006865283	0.07591298699313491	0.19589986149054672	0.41948060945199356	0.19156215199567198
Sample80	0.2200778410868583	0.16348452392360863	0.3256204722840286	0.14769574802895288	0.14312141467655148
Sample81	0.12417072099721768	0.1812366878268676	0.24482386859696748	0.22964335317228368	0.22012536940666363
Sample82	0.19989504845648953	0.07789648577736993	0.27488759435038906	0.28391587631923754	0.16340499509651388
Sample83	0.2573147693427349	0.1598895959926198	0.23788526530131873	0.17571324994277246	0.1691971194205543
Sample84	0.15761786350717488	0.32006590354573367	0.04381226007963354	0.25947793776892525	0.21902603509853266
Sample85	0.26984822943157766	0.25910876391103543	0.06269493950870732	0.228368833510347	0.1799792336383326
Sample86	0.1701614877818114	0.12280962435517948	0.24799842620992668	0.20378249716468563	0.2552479644883968
Sample87	0.1955271788336264	0.1526660046322873	0.21895250543315986	0.1380405770177685	0.294813734083158
Sample88	0.14109423443094116	0.19905461084586484	0.15537589547476394	0.26050331297896745	0.24397194626946272
Sample89	0.22228830916894052	0.11970058254870658	0.29765872945205407	0.1314653910621312	0.22888698776816763
Sample90	0.10297397404797792	0.3734178815914889	0.05512325147872153	0.20169227078882782	0.26679262209298377
Sample91	0.2166377308260938	0.09248513302438732	0.20456766662814319	0.23600849038105254	0.2503009791403232
Sample92	0.311624982992818	0.06925960172504667	0.24951401978747847	0.25086335846907215	0.11873803702558473
Sample93	0.14507616327384545	0.11710786398662205	0.2188624316485571	0.19324663304052603	0.3257069080504492
Sample94	0.2384763731057767	0.13118821327474953	0.17602001079036933	0.3348412936640834	0.1194741091650211
Sample95	0.2391422909391828	0.19968756409555907	0.18861361695808818	0.1667215915713201	0.20583493643584988
Sample96	0.2955266696990611	0.14536275117584438	0.2020927445269211	0.19145968094381713	0.16555815365435614
Sample97	0.0	0.38949649984224577	0.26693025440258167	0.0670938700659334	0.2764793756892392
Sample98	0.24301055264981944	0.27646081770791203	0.18211294927057792	0.06465368417897938	0.23376199619271132
Sample99	0.08150814378126449	0.17686148313097272	0.4343896907755766	0.13543659832092875	0.17180408399125754
Sample100	0.22302492781954536	0.2911578332209285	0.1221477350520749	0.26328943802236987	0.10038006588508144
